#Gumbel
#Command used:	python transit.py
#FDR Corrected thresholds: 0.989800, 0.038400
#MH Acceptance-Rate:	45.72%
#Total Iterations Performed:	10499
#Sample Size:	10000
#phi estimate:	0.280561
#Time: 143.290342808
#Orf	Name	Desc	k	n	r	s	zbar	Call
Rv0993	galU	PROBABLE UTP--GLUCOSE-1-PHOSPHATE URIDYLYLTRANSFERASE GALU (UDP-GLUCOSE PYROPHOSPHORYLASE) (UDPGP) (ALPHA-D-GLUCOSYL-1-PHOSPHATE URIDYLYLTRANSFERASE) (URIDINE DIPHOSPHOGLUCOSE PYROPHOSPHORYLASE) 	0	12	12	807	1.000000	E
Rv0994	moeA1	PROBABLE MOLYBDOPTERIN BIOSYNTHESIS PROTEIN MOEA1 	8	11	1	2	0.000000	NE
Rv0995	rimJ	POSSIBLE RIBOSOMAL-PROTEIN-ALANINE ACETYLTRANSFERASE RIMJ (ACETYLATING ENZYME FOR N-TERMINAL OF RIBOSOMAL PROTEIN S5) 	5	5	0	0	0.000000	NE
Rv0996	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	12	14	1	2	0.000000	NE
Rv0997	-	hypothetical protein Rv0997 	3	4	1	2	0.000000	NE
Rv0998	-	hypothetical protein Rv0998 	7	11	3	256	0.003200	NE
Rv0999	-	hypothetical protein Rv0999 	9	10	1	2	0.000000	NE
Rv1000c	-	hypothetical protein Rv1000c 	7	7	0	0	0.000000	NE
Rv1001	arcA	arginine deiminase 	15	18	1	2	0.000000	NE
Rv1002c	-	hypothetical protein Rv1002c 	0	21	21	1229	1.000000	E
Rv1003	-	hypothetical protein Rv1003 	5	8	2	63	0.000000	NE
Rv1004c	-	PROBABLE MEMBRANE PROTEIN 	6	9	1	2	0.000000	NE
Rv1005c	pabB	para-aminobenzoate synthase component I 	1	21	20	980	1.000000	E
Rv1006	-	hypothetical protein Rv1006 	25	37	3	42	0.000000	NE
Rv1007c	metG	methionyl-tRNA synthetase 	0	23	23	1353	1.000000	E
Rv1008	tatD	PROBABLE DEOXYRIBONUCLEASE TATD (YJJV PROTEIN) 	9	11	1	2	0.000000	NE
Rv1009	rpfB	Probable resuscitation-promoting factor rpfB 	4	9	4	542	0.533600	U
Rv1010	ksgA	dimethyladenosine transferase 	4	12	5	142	0.000000	NE
Rv1011	ispE	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase 	0	12	12	675	0.999900	E
Rv1012	-	hypothetical protein Rv1012 	5	6	1	2	0.000000	NE
Rv1013	pks16	acyl-CoA synthetase 	9	21	2	23	0.000000	NE
Rv1014c	pth	peptidyl-tRNA hydrolase 	0	11	11	481	0.999700	E
Rv1015c	rplY	50S ribosomal protein L25/general stress protein Ctc 	0	9	9	568	0.998400	E
Rv1016c	lpqT	PROBABLE CONSERVED LIPOPROTEIN LPQT 	4	6	1	2	0.000000	NE
Rv1017c	prsA	ribose-phosphate pyrophosphokinase 	0	10	10	545	0.999100	E
Rv1018c	glmU	Probable UDP-N-acetylglucosamine pyrophosphorylase glmU 	0	23	23	1176	1.000000	E
Rv1019	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR-FAMILY) 	7	7	0	0	0.000000	NE
Rv1020	mfd	PROBABLE TRANSCRIPTION-REPAIR COUPLING FACTOR MFD (TRCF) 	27	33	3	458	0.020800	NE
Rv1021	-	nucleoside triphosphate pyrophosphohydrolase 	7	12	5	138	0.000000	NE
Rv1022	lpqU	PROBABLE CONSERVED LIPOPROTEIN LPQU 	4	13	5	79	0.000000	NE
Rv1023	eno	phosphopyruvate hydratase 	0	13	13	1116	1.000000	E
Rv1024	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 	0	8	8	292	0.999400	E
Rv1025	-	hypothetical protein Rv1025 	0	6	6	363	0.988500	U
Rv1026	-	hypothetical protein Rv1026 	2	6	4	351	0.646900	U
Rv1027c	kdpE	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN KDPE 	4	10	3	32	0.000000	NE
Rv1028A	kdpF	Probable membrane protein kdpF 	2	3	1	2	-1.000000	S
Rv1028c	kdpD	PROBABLE SENSOR PROTEIN KDPD 	10	21	3	235	0.000000	NE
Rv1029	kdpA	potassium-transporting ATPase subunit A 	16	25	4	521	0.147400	U
Rv1030	kdpB	potassium-transporting ATPase subunit B 	9	12	2	233	0.000000	NE
Rv1031	kdpC	Probable Potassium-transporting ATPase C chain KDPC (Potassium-translocating ATPase C chain) (ATP phosphohydrolase 	5	9	3	55	0.000000	NE
Rv1032c	trcS	TWO COMPONENT SENSOR HISTIDINE KINASE TRCS 	21	23	1	2	0.000000	NE
Rv1033c	trcR	TWO COMPONENT TRANSCRIPTIONAL REGULATOR TRCR 	12	13	1	2	0.000000	NE
Rv1034c	-	PROBABLE TRANSPOSASE (FRAGMENT) 	2	2	0	0	-1.000000	S
Rv1035c	-	PROBABLE TRANSPOSASE (FRAGMENT) 	1	4	3	226	0.000900	NE
Rv1036c	-	truncated IS1560 transposase 	4	5	1	2	0.000000	NE
Rv1037c	esxI	PUTATIVE ESAT-6 LIKE PROTEIN ESXI (ESAT-6 LIKE PROTEIN 1) 	0	0	0	0	-1.000000	S
Rv1038c	esxJ	ESAT-6 LIKE PROTEIN ESXJ (ESAT-6 LIKE PROTEIN 2) 	1	1	0	0	-1.000000	S
Rv1039c	PPE15	PPE FAMILY PROTEIN 	14	20	4	140	0.000000	NE
Rv1040c	PE8	PE FAMILY PROTEIN 	7	8	1	2	0.000000	NE
Rv1041c	-	PROBABLE IS LIKE-2 TRANSPOSASE 	0	1	1	2	-1.000000	S
Rv1042c	-	PROBABLE IS LIKE-2 TRANSPOSASE 	0	1	1	2	-1.000000	S
Rv1043c	-	hypothetical protein Rv1043c 	11	14	1	2	0.000000	NE
Rv1044	-	hypothetical protein Rv1044 	1	9	8	447	0.993700	E
Rv1045	-	hypothetical protein Rv1045 	9	10	1	2	0.000000	NE
Rv1046c	-	hypothetical protein Rv1046c 	4	4	0	0	0.000000	NE
Rv1047	-	PROBABLE TRANSPOSASE 	0	2	2	44	-1.000000	S
Rv1048c	-	hypothetical protein Rv1048c 	15	21	4	25	0.000000	NE
Rv1049	-	PROBABLE TRANSCRIPTIONAL REPRESSOR PROTEIN 	4	4	0	0	0.000000	NE
Rv1050	-	PROBABLE OXIDOREDUCTASE 	9	10	1	2	0.000000	NE
Rv1051c	-	hypothetical protein Rv1051c 	3	8	4	263	0.032500	NE
Rv1052	-	hypothetical protein Rv1052 	4	4	0	0	0.000000	NE
Rv1053c	-	hypothetical protein Rv1053c 	4	6	1	2	0.000000	NE
Rv1054	-	PROBABLE INTEGRASE (FRAGMENT) 	2	5	2	54	0.000000	NE
Rv1055	-	POSSIBLE INTEGRASE (FRAGMENT) 	1	3	2	13	-1.000000	S
Rv1056	-	hypothetical protein Rv1056 	15	20	2	93	0.000000	NE
Rv1057	-	hypothetical protein Rv1057 	14	16	1	2	0.000000	NE
Rv1058	fadD14	acyl-CoA synthetase 	13	26	5	147	0.000000	NE
Rv1059	-	hypothetical protein Rv1059 	2	9	7	503	0.973500	U
Rv1060	-	hypothetical protein Rv1060 	3	5	1	2	0.000000	NE
Rv1061	-	hypothetical protein Rv1061 	8	13	2	79	0.000000	NE
Rv1062	-	hypothetical protein Rv1062 	4	4	0	0	0.000000	NE
Rv1063c	-	hypothetical protein Rv1063c 	9	15	4	308	0.203900	U
Rv1064c	lpqV	POSSIBLE LIPOPROTEIN LPQV 	3	5	1	2	0.000000	NE
Rv1065	-	hypothetical protein Rv1065 	9	9	0	0	0.000000	NE
Rv1066	-	hypothetical protein Rv1066 	3	4	1	2	0.000000	NE
Rv1067c	PE_PGRS19	PE-PGRS FAMILY PROTEIN 	7	12	4	347	0.181400	U
Rv1068c	PE_PGRS20	PE-PGRS FAMILY PROTEIN 	4	9	4	359	0.312500	U
Rv1069c	-	hypothetical protein Rv1069c 	17	19	1	2	0.000000	NE
Rv1070c	echA8	enoyl-CoA hydratase 	6	7	1	2	0.000000	NE
Rv1071c	echA9	enoyl-CoA hydratase 	10	11	1	2	0.000000	NE
Rv1072	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	0	13	13	740	1.000000	E
Rv1073	-	hypothetical protein Rv1073 	16	19	1	2	0.000000	NE
Rv1074c	fadA3	acetyl-CoA acetyltransferase 	9	11	1	2	0.000000	NE
Rv1075c	-	CONSERVED EXPORTED PROTEIN 	16	18	1	2	0.000000	NE
Rv1076	lipU	POSSIBLE LIPASE LIPU 	6	17	11	406	0.999300	E
Rv1077	cbs	Probable cystathionine beta-synthase CBS (Serine sulfhydrase) (Beta-thionase) (Hemoprotein H-450) 	17	22	2	50	0.000000	NE
Rv1078	pra	Probable Proline-rich antigen homolog pra 	1	17	11	284	0.996700	E
Rv1079	metB	cystathionine gamma-synthase 	8	17	3	116	0.000000	NE
Rv1080c	greA	transcription elongation factor GreA 	0	7	7	321	0.997600	E
Rv1081c	-	PROBABLE CONSERVED MEMBRANE PROTEIN 	0	6	6	356	0.989300	U
Rv1082	mca	Mycothiol conjugate amidase Mca (Mycothiol S-conjugate amidase) 	10	13	1	2	0.000000	NE
Rv1083	-	hypothetical protein Rv1083 	2	3	1	2	-1.000000	S
Rv1084	-	hypothetical protein Rv1084 	13	19	2	204	0.000000	NE
Rv1085c	-	POSSIBLE HEMOLYSIN-LIKE PROTEIN 	2	10	5	134	0.000000	NE
Rv1086	-	SHORT (C15) CHAIN Z-ISOPRENYL DIPHOSPHATE SYNTHASE (Z-FPP SYNTHASE) (Z-FARNESYL DIPHOSPHATE SYNTHASE) (Z-FPP SYNTHETASE) (Z-FARNESYL DIPHOSPHATE SYNTHETASE) (GERANYLTRANSTRANSFERASE) (FARNESYL PYROPHOSPHATE SYNTHETASE) 	3	12	7	428	0.961300	U
Rv1087	PE_PGRS21	PE-PGRS FAMILY PROTEIN 	16	19	1	2	0.000000	NE
Rv1087A	-	hypothetical protein Rv1087A 	6	6	0	0	0.000000	NE
Rv1088	PE9	PE FAMILY PROTEIN 	2	4	2	26	-1.000000	S
Rv1089	PE10	PE FAMILY PROTEIN 	3	5	2	70	-1.000000	S
Rv1089A	celA2a	PROBABLE CELLULASE CELA2A (ENDO-1,4-BETA-GLUCANASE) (ENDOGLUCANASE) (CARBOXYMETHYL CELLULASE) 	1	1	0	0	-1.000000	S
Rv1090	celA2b	PROBABLE CELLULASE CELA2B (ENDO-1,4-BETA-GLUCANASE) (ENDOGLUCANASE) (CARBOXYMETHYL CELLULASE) 	6	6	0	0	0.000000	NE
Rv1091	PE_PGRS22	PE-PGRS FAMILY PROTEIN 	15	26	3	230	0.000000	NE
Rv1092c	coaA	pantothenate kinase 	0	16	16	705	1.000000	E
Rv1093	glyA	serine hydroxymethyltransferase 	0	12	12	1098	1.000000	E
Rv1094	desA2	POSSIBLE ACYL-	0	12	12	642	0.999700	E
Rv1095	phoH2	PROBABLE PHOH-LIKE PROTEIN PHOH2 (PHOSPHATE STARVATION-INDUCIBLE PROTEIN PSIH) 	8	11	1	2	0.000000	NE
Rv1096	-	POSSIBLE GLYCOSYL HYDROLASE 	8	16	3	85	0.000000	NE
Rv1097c	-	PROBABLE MEMBRANE GLYCINE AND PROLINE RICH PROTEIN 	5	14	5	86	0.000000	NE
Rv1098c	fumC	fumarate hydratase 	0	11	11	1132	1.000000	E
Rv1099c	glpX	fructose 1,6-bisphosphatase II 	1	12	8	549	0.986000	U
Rv1100	-	hypothetical protein Rv1100 	6	9	2	11	0.000000	NE
Rv1101c	-	hypothetical protein Rv1101c 	14	18	2	218	0.000000	NE
Rv1102c	-	hypothetical protein Rv1102c 	5	7	1	2	0.000000	NE
Rv1103c	-	hypothetical protein Rv1103c 	6	6	0	0	0.000000	NE
Rv1104	-	POSSIBLE PARA-NITROBENZYL ESTERASE (FRAGMENT) 	6	9	2	54	0.000000	NE
Rv1105	-	POSSIBLE PARA-NITROBENZYL ESTERASE (FRAGMENT) 	7	11	1	2	0.000000	NE
Rv1106c	-	PROBABLE CHOLESTEROL DEHYDROGENASE 	14	17	1	2	0.000000	NE
Rv1107c	xseB	exodeoxyribonuclease VII small subunit 	2	2	0	0	-1.000000	S
Rv1108c	xseA	exodeoxyribonuclease VII large subunit 	8	9	1	2	0.000000	NE
Rv1109c	-	hypothetical protein Rv1109c 	4	6	1	2	0.000000	NE
Rv1110	ispH	4-hydroxy-3-methylbut-2-enyl diphosphate reductase 	0	13	13	855	1.000000	E
Rv1111c	-	hypothetical protein Rv1111c 	8	22	11	456	0.998500	E
Rv1112	-	translation-associated GTPase 	3	8	4	267	0.022700	NE
Rv1113	-	hypothetical protein Rv1113 	2	2	0	0	-1.000000	S
Rv1114	-	hypothetical protein Rv1114 	3	3	0	0	0.000000	NE
Rv1115	-	POSSIBLE EXPORTED PROTEIN 	9	14	2	45	0.000000	NE
Rv1116	-	hypothetical protein Rv1116 	0	2	2	105	-1.000000	S
Rv1116A	-	CONSERVED HYPOTHETICAL PROTEIN (FRAGMENT) 	2	5	2	88	0.000100	NE
Rv1117	-	hypothetical protein Rv1117 	3	3	0	0	-1.000000	S
Rv1118c	-	hypothetical protein Rv1118c 	9	10	1	2	0.000000	NE
Rv1119c	-	hypothetical protein Rv1119c 	1	3	2	42	-1.000000	S
Rv1120c	-	hypothetical protein Rv1120c 	1	4	2	258	0.014900	NE
Rv1121	zwf1	glucose-6-phosphate 1-dehydrogenase 	12	23	7	193	0.000200	NE
Rv1122	gnd2	6-phosphogluconate dehydrogenase-like protein 	0	11	11	735	0.999900	E
Rv1123c	bpoB	POSSIBLE PEROXIDASE BPOB (NON-HAEM PEROXIDASE) 	4	7	3	98	0.000000	NE
Rv1124	ephC	PROBABLE EPOXIDE HYDROLASE EPHC (EPOXIDE HYDRATASE) 	5	12	2	90	0.000000	NE
Rv1125	-	hypothetical protein Rv1125 	15	21	3	148	0.000000	NE
Rv1126c	-	hypothetical protein Rv1126c 	1	8	5	167	0.000100	NE
Rv1127c	ppdK	pyruvate phosphate dikinase 	4	18	7	649	0.924400	U
Rv1128c	-	hypothetical protein Rv1128c 	8	26	7	214	0.000600	NE
Rv1129c	-	PROBABLE TRANSCRIPTIONAL REGULATOR PROTEIN 	9	22	5	159	0.000000	NE
Rv1130	-	hypothetical protein Rv1130 	15	24	3	41	0.000000	NE
Rv1131	gltA1	methylcitrate synthase 	5	14	3	86	0.000000	NE
Rv1132	-	hypothetical protein Rv1132 	19	25	2	23	0.000000	NE
Rv1133c	metE	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase 	0	31	31	1942	1.000000	E
Rv1134	-	hypothetical protein Rv1134 	3	4	1	2	-1.000000	S
Rv1135A	-	POSSIBLE ACETYL-CoA ACETYLTRANSFERASE (ACETOACETYL-CoA THIOLASE) 	3	6	2	9	0.000000	NE
Rv1135c	PPE16	PPE FAMILY PROTEIN 	18	24	1	2	0.000000	NE
Rv1136	-	POSSIBLE ENOYL-CoA HYDRATASE 	2	2	0	0	-1.000000	S
Rv1137c	-	hypothetical protein Rv1137c 	2	2	0	0	-1.000000	S
Rv1138c	-	POSSIBLE OXIDOREDUCTASE 	7	13	4	157	0.000000	NE
Rv1139c	-	hypothetical protein Rv1139c 	5	9	2	19	0.000000	NE
Rv1140	-	PROBABLE INTEGRAL MEMBRANE PROTEIN 	5	10	2	66	0.000000	NE
Rv1141c	echA11	enoyl-CoA hydratase 	10	13	1	2	0.000000	NE
Rv1142c	echA10	enoyl-CoA hydratase 	6	7	1	2	0.000000	NE
Rv1143	mcr	PROBABLE ALPHA-METHYLACYL-CoA RACEMASE MCR (2-methylacyl-CoA racemase) (2-arylpropionyl-CoA epimerase ) 	12	15	2	11	0.000000	NE
Rv1144	-	PROBABLE SHORT-CHAIN TYPE DEHYDROGENASE/REDUCTASE 	9	10	1	2	0.000000	NE
Rv1145	mmpL13a	PROBABLE CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN MMPL13A 	6	10	1	2	0.000000	NE
Rv1146	mmpL13b	PROBABLE CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN MMPL13B 	16	21	2	46	0.000000	NE
Rv1147	-	hypothetical protein Rv1147 	4	9	3	186	0.000000	NE
Rv1148c	-	hypothetical protein Rv1148c 	7	10	2	424	0.084500	U
Rv1149	-	POSSIBLE TRANSPOSASE 	1	2	1	2	-1.000000	S
Rv1151c	-	NAD-dependent deacetylase 	7	9	1	2	0.000000	NE
Rv1152	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 	4	5	1	2	0.000000	NE
Rv1153c	omt	PROBABLE O-METHYLTRANSFERASE OMT 	13	18	3	68	0.000000	NE
Rv1154c	-	hypothetical protein Rv1154c 	13	14	1	2	0.000000	NE
Rv1155	-	hypothetical protein Rv1155 	9	10	1	2	0.000000	NE
Rv1156	-	hypothetical protein Rv1156 	9	12	2	13	0.000000	NE
Rv1157c	-	CONSERVED HYPOTHETICAL ALA-, PRO-RICH PROTEIN 	4	8	2	73	0.000000	NE
Rv1158c	-	CONSERVED HYPOTHETICAL ALA-, PRO-RICH PROTEIN 	4	10	4	137	0.000000	NE
Rv1159	pimE	mannosyltransferase 	4	25	9	478	0.983400	U
Rv1159A	phhB	pterin-4-alpha-carbinolamine dehydratase 	4	11	3	42	0.000000	NE
Rv1160	mutT2	PROBABLE MUTATOR PROTEIN MUTT (7,8-dihydro-8-oxoguanine-triphosphatase) (8-OXO-DGTPASE) 	4	4	0	0	0.000000	NE
Rv1161	narG	PROBABLE RESPIRATORY NITRATE REDUCTASE (ALPHA CHAIN) NARG 	41	66	6	293	0.049500	U
Rv1162	narH	PROBABLE RESPIRATORY NITRATE REDUCTASE (BETA CHAIN) NARH 	30	34	1	2	0.000000	NE
Rv1163	narJ	PROBABLE RESPIRATORY NITRATE REDUCTASE (DELTA CHAIN) NARJ 	11	13	1	2	0.000000	NE
Rv1164	narI	PROBABLE RESPIRATORY NITRATE REDUCTASE (GAMMA CHAIN) NARI 	13	18	1	2	0.000000	NE
Rv1165	typA	POSSIBLE GTP-BINDING TRANSLATION ELONGATION FACTOR TYPA (TYROSINE PHOSPHORYLATED PROTEIN A) (GTP-BINDING PROTEIN) 	12	15	2	51	0.000000	NE
Rv1166	lpqW	PROBABLE CONSERVED LIPOPROTEIN LPQW 	0	22	22	1652	1.000000	E
Rv1167c	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 	4	9	2	41	0.000000	NE
Rv1168c	PPE17	PPE FAMILY PROTEIN 	11	14	2	43	0.000000	NE
Rv1169c	PE11	PE FAMILY PROTEIN 	3	3	0	0	-1.000000	S
Rv1170	mshB	N-Acetyl-1-D-myo-Inosityl-2-Amino-2-Deoxy-alpha- D-Glucopyranoside Deacetylase mshB (GlcNAc-Ins deacetylase) 	3	11	6	244	0.023100	NE
Rv1171	-	hypothetical protein Rv1171 	4	5	1	2	0.000000	NE
Rv1172c	PE12	PE FAMILY PROTEIN 	11	15	1	2	0.000000	NE
Rv1173	fbiC	FO synthase 	10	38	12	792	0.998600	E
Rv1174c	TB8.4	LOW MOLECULAR WEIGHT T-CELL ANTIGEN TB8.4 	7	7	0	0	0.000000	NE
Rv1175c	fadH	PROBABLE NADPH DEPENDENT 2,4-DIENOYL-COA REDUCTASE FADH (2,4-dienoyl coenzyme A reductase) (4-enoyl-CoA reductase) 	17	23	2	23	0.000000	NE
Rv1176c	-	hypothetical protein Rv1176c 	10	13	2	30	0.000000	NE
Rv1177	fdxC	PROBABLE FERREDOXIN FDXC 	0	6	6	125	-1.000000	S
Rv1178	-	N-succinyldiaminopimelate aminotransferase 	14	20	3	65	0.000000	NE
Rv1179c	-	hypothetical protein Rv1179c 	30	37	2	16	0.000000	NE
Rv1180	pks3	PROBABLE POLYKETIDE BETA-KETOACYL SYNTHASE PKS3 	11	23	4	216	0.000000	NE
Rv1181	pks4	PROBABLE POLYKETIDE BETA-KETOACYL SYNTHASE PKS4 	41	63	7	188	0.000000	NE
Rv1182	papA3	PROBABLE CONSERVED POLYKETIDE SYNTHASE ASSOCIATED PROTEIN PAPA3 	23	38	2	68	0.000000	NE
Rv1183	mmpL10	PROBABLE CONSERVED TRANSMEMBRANE TRANSPORT PROTEIN MMPL10 	25	50	8	208	0.000100	NE
Rv1184c	-	POSSIBLE EXPORTED PROTEIN 	15	21	2	159	0.000000	NE
Rv1185c	fadD21	acyl-CoA synthetase 	21	28	2	19	0.000000	NE
Rv1186c	-	hypothetical protein Rv1186c 	10	18	2	74	0.000000	NE
Rv1187	rocA	PROBABLE PYRROLINE-5-CARBOXYLATE DEHYDROGENASE ROCA 	4	22	9	449	0.986700	U
Rv1188	-	PROBABLE PROLINE DEHYDROGENASE 	8	22	7	331	0.904700	U
Rv1189	sigI	RNA polymerase sigma factor SigI 	4	6	2	303	0.067200	U
Rv1190	-	hypothetical protein Rv1190 	7	9	2	79	0.000000	NE
Rv1191	-	hypothetical protein Rv1191 	5	8	2	151	0.000000	NE
Rv1192	-	hypothetical protein Rv1192 	9	13	1	2	0.000000	NE
Rv1193	fadD36	acyl-CoA synthetase 	9	18	4	321	0.148600	U
Rv1194c	-	hypothetical protein Rv1194c 	11	16	3	96	0.000000	NE
Rv1195	PE13	PE FAMILY PROTEIN 	5	5	0	0	0.000000	NE
Rv1196	PPE18	PPE FAMILY PROTEIN 	3	3	0	0	0.000000	NE
Rv1197	esxK	ESAT-6 LIKE PROTEIN ESXK (ESAT-6 LIKE PROTEIN 3) 	0	0	0	0	-1.000000	S
Rv1198	esxL	PUTATIVE ESAT-6 LIKE PROTEIN ESXL (ESAT-6 LIKE PROTEIN 4) 	0	0	0	0	-1.000000	S
Rv1199c	-	POSSIBLE TRANSPOSASE 	0	2	2	44	-1.000000	S
Rv1200	-	PROBABLE CONSERVED INTEGRAL MEMBRANE TRANSPORT PROTEIN 	20	24	1	2	0.000000	NE
Rv1201c	-	PROBABLE TRANSFERASE 	0	10	10	576	0.999500	E
Rv1202	dapE	dipeptidase 	0	15	15	798	1.000000	E
Rv1203c	-	hypothetical protein Rv1203c 	2	6	4	265	0.228500	U
Rv1204c	-	hypothetical protein Rv1204c 	16	16	0	0	0.000000	NE
Rv1205	-	hypothetical protein Rv1205 	10	12	1	2	0.000000	NE
Rv1206	fadD6	acyl-CoA synthetase 	21	29	3	64	0.000000	NE
Rv1207	folP2	PROBABLE DIHYDROPTEROATE SYNTHASE 2 FOLP2 (DHPS 2) (Dihydropteroate pyrophosphorylase 2) 	5	10	2	8	0.000000	NE
Rv1208	-	hypothetical protein Rv1208 	0	12	12	837	1.000000	E
Rv1209	-	hypothetical protein Rv1209 	3	4	1	2	0.000000	NE
Rv1210	tagA	PROBABLE DNA-3-METHYLADENINE GLYCOSYLASE I TAGA (TAG I) (3-methyladenine-DNA glycosylase I, constitutive) (DNA-3-methyladenine glycosidase I ) 	9	11	2	19	0.000000	NE
Rv1211	-	hypothetical protein Rv1211 	0	2	2	31	-1.000000	S
Rv1212c	-	PUTATIVE GLYCOSYL TRANSFERASE 	19	27	3	54	0.000000	NE
Rv1213	glgC	glucose-1-phosphate adenylyltransferase 	17	27	3	47	0.000000	NE
Rv1214c	PE14	PE FAMILY PROTEIN 	4	5	1	2	-1.000000	S
Rv1215c	-	hypothetical protein Rv1215c 	13	23	6	281	0.121100	U
Rv1216c	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	12	15	2	11	0.000000	NE
Rv1217c	-	PROBABLE TETRONASIN-TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER 	9	18	3	155	0.000000	NE
Rv1218c	-	PROBABLE TETRONASIN-TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER 	4	6	1	2	0.000000	NE
Rv1219c	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 	8	10	2	12	0.000000	NE
Rv1220c	-	PROBABLE METHYLTRANSFERASE 	6	10	3	147	0.000000	NE
Rv1221	sigE	RNA polymerase sigma factor SigE 	3	16	13	431	1.000000	E
Rv1222	-	hypothetical protein Rv1222 	1	2	1	2	-1.000000	S
Rv1223	htrA	PROBABLE SERINE PROTEASE HTRA (DEGP PROTEIN) 	0	17	17	1270	1.000000	E
Rv1224	tatB	sec-independent translocase 	0	5	5	220	0.994700	E
Rv1225c	-	hypothetical protein Rv1225c 	5	6	1	2	0.000000	NE
Rv1226c	-	PROBABLE TRANSMEMBRANE PROTEIN 	11	15	2	84	0.000000	NE
Rv1227c	-	PROBABLE TRANSMEMBRANE PROTEIN 	5	6	1	2	0.000000	NE
Rv1228	lpqX	PROBABLE LIPOPROTEIN LPQX 	7	8	1	2	0.000000	NE
Rv1229c	mrp	PROBABLE MRP-RELATED PROTEIN MRP 	0	14	14	1032	1.000000	E
Rv1230c	-	POSSIBLE MEMBRANE PROTEIN 	15	20	2	76	0.000000	NE
Rv1231c	-	PROBABLE MEMBRANE PROTEIN 	6	7	1	2	0.000000	NE
Rv1232c	-	hypothetical protein Rv1232c 	5	8	2	152	0.000000	NE
Rv1233c	-	hypothetical protein Rv1233c 	12	18	2	17	0.000000	NE
Rv1234	-	PROBABLE TRANSMEMBRANE PROTEIN 	5	8	2	54	0.000000	NE
Rv1235	lpqY	PROBABLE SUGAR-BINDING LIPOPROTEIN LPQY 	16	28	4	194	0.000000	NE
Rv1236	sugA	PROBABLE SUGAR-TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER SUGA 	10	18	2	23	0.000000	NE
Rv1237	sugB	PROBABLE SUGAR-TRANSPORT INTEGRAL MEMBRANE PROTEIN ABC TRANSPORTER SUGB 	4	11	4	252	0.005100	NE
Rv1238	sugC	PROBABLE SUGAR-TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER SUGC 	9	24	9	463	0.984000	U
Rv1239c	corA	POSSIBLE MAGNESIUM AND COBALT TRANSPORT TRANSMEMBRANE PROTEIN CORA 	16	23	2	52	0.000000	NE
Rv1240	mdh	malate dehydrogenase 	0	3	3	767	0.692600	U
Rv1241	-	hypothetical protein Rv1241 	1	1	0	0	-1.000000	S
Rv1242	-	hypothetical protein Rv1242 	8	9	1	2	0.000000	NE
Rv1243c	PE_PGRS23	PE-PGRS FAMILY PROTEIN 	12	15	1	2	0.000000	NE
Rv1244	lpqZ	PROBABLE LIPOPROTEIN LPQZ 	6	8	1	2	0.000000	NE
Rv1245c	-	PROBABLE SHORT-CHAIN TYPE DEHYDROGENASE/REDUCTASE 	10	13	2	11	0.000000	NE
Rv1246c	-	hypothetical protein Rv1246c 	6	7	1	2	0.000000	NE
Rv1247c	-	hypothetical protein Rv1247c 	3	4	1	2	-1.000000	S
Rv1248c	kgd	alpha-ketoglutarate decarboxylase 	0	41	41	3175	1.000000	E
Rv1249c	-	POSSIBLE MEMBRANE PROTEIN 	8	11	1	2	0.000000	NE
Rv1250	-	PROBABLE DRUG-TRANSPORT INTEGRAL MEMBRANE PROTEIN 	21	26	2	26	0.000000	NE
Rv1251c	-	hypothetical protein Rv1251c 	33	53	3	71	0.000000	NE
Rv1252c	lprE	PROBABLE LIPOPROTEIN LPRE 	7	7	0	0	0.000000	NE
Rv1253	deaD	PROBABLE COLD-SHOCK DEAD-BOX PROTEIN A HOMOLOG DEAD (ATP-dependent RNA helicase deaD homolog) 	18	32	5	184	0.000000	NE
Rv1254	-	PROBABLE ACYLTRANSFERASE 	1	26	25	911	1.000000	E
Rv1255c	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 	5	8	2	17	0.000000	NE
Rv1256c	cyp130	PROBA BLE CYTOCHROME P450 130 CYP130 	11	14	1	2	0.000000	NE
Rv1257c	-	PROBABLE OXIDOREDUCTASE 	9	15	3	307	0.049000	U
