Significant Interactions	Orf	Gene	Nobs	intercept	coefficient sgRNA_strength	coefficient concentration dependence	pval intercept	pval sgRNA_strength	pval concentration dependence	qval concentration dependence	Z score of concentration dependence
0	RVBD3062	ligB	17	1.149502	0.424756	0.018917	0.0	1e-06	0.180837	0.258001	3.896918
0	RVBD1704c	cycA	20	0.973098	0.120483	0.010648	0.0	0.0	0.463175	0.56196	2.188178
0	RVBD3527	RVBD3527	7	1.007746	0.853581	-0.008064	0.0	0.0	0.572186	0.664479	-1.678545
-1	RVBD6013	tRNA-Arg	10	-0.418335	0.049301	-0.109933	0.002136	0.0	2e-06	8e-06	-22.729171
-1	RVBD2155c	murD	185	0.558246	0.105254	-0.071838	0.0	0.0	0.0	0.0	-14.857065
-1	RVBD2750	RVBD2750	8	0.56816	0.332362	-0.076064	0.0	0.000319	5.4e-05	0.000186	-15.730342
0	RVBD2237	RVBD2237	6	0.933467	0.33572	-0.015795	0.0	6e-06	0.4054	0.505842	-3.276111
1	RVBD1985c	RVBD1985c	6	1.281549	-0.4442	0.065368	0.0	0.3461	0.003757	0.008853	13.495742
0	RVBD3521	RVBD3521	8	1.183059	0.56677	0.032293	0.0	4e-06	0.056764	0.097811	6.660989
1	RVBD1121	zwf1	14	1.162894	0.232318	0.046672	0.0	0.0	0.003802	0.008944	9.632324
-1	RVBD2457c	clpX	124	-0.524385	0.105275	-0.207552	0.0	0.0	0.0	0.0	-42.901558
0	RVBD0874c	RVBD0874c	6	0.771973	0.246573	-0.010715	0.0	0.000807	0.611711	0.701089	-2.226359
0	RVBD2427Ac	RVBD2427Ac	5	0.830926	0.172168	-0.004353	0.0	0.0	0.850787	0.894877	-0.911689
0	RVBD2248	RVBD2248	6	1.165727	0.579074	0.031066	0.0	3e-06	0.304663	0.398876	6.407437
1	RVBD0477	RVBD0477	5	1.301637	-0.162006	0.115793	0.0	0.007571	0.0	0.0	23.915769
0	RVBD3234c	tgs3	7	0.777525	0.17794	-0.02411	0.0	0.0	0.179601	0.2566	-4.994356
1	RVBD0161	RVBD0161	6	1.096011	0.334552	0.04784	0.0	0.0	0.011125	0.023379	9.873685
1	RVBD0030	RVBD0030	4	1.2252	0.306963	0.076886	0.0	0.100996	0.000555	0.001595	15.875869
1	RVBD1782	eccB5	108	0.99017	0.105365	0.085014	0.0	0.0	0.0	0.0	17.555472
0	RVBD3461c	rpmJ	3	-1.635292	-0.014765	-0.037869	0.0	0.234153	0.236398	0.323227	-7.837572
1	RVBD0259c	RVBD0259c	11	1.198119	0.096358	0.07449	0.0	0.053826	2e-06	8e-06	15.380749
0	RVBD0537c	RVBD0537c	10	0.980245	0.270004	0.009825	0.0	1e-06	0.534291	0.630169	2.01811
1	RVBD0882	RVBD0882	4	1.404626	0.001242	0.135262	0.0	0.988965	4e-06	1.6e-05	27.938923
1	RVBD0924c	mntH	13	1.260889	0.397956	0.041705	0.0	0.0	0.008304	0.018032	8.605923
-1	RVBD1371	RVBD1371	25	0.792608	0.237466	-0.044062	0.0	0.0	0.00011	0.00036	-9.117319
0	RVBD1419	RVBD1419	6	0.901287	0.318669	0.020218	0.0	1.5e-05	0.357155	0.454919	4.165762
0	RVBD0178	RVBD0178	5	1.141898	0.56206	0.041761	0.0	0.0	0.090639	0.145679	8.617495
1	RVBD2702	ppgK	6	2.85174	0.451445	0.36226	0.0	0.0535	0.0	0.0	74.846714
-1	RVBD2682c	dxs1	151	0.205785	0.092546	-0.058153	0.0	0.0	0.0	0.0	-12.02914
0	RVBD0136	cyp138	11	1.13796	0.424023	0.030509	0.0	0.0	0.210335	0.292845	6.292336
1	RVBD0691A	RVBD0691A	4	0.976593	-1.499897	0.082512	0.0	5.2e-05	0.000117	0.00038	17.038448
-1	RVBD1884c	rpfC	7	-0.443819	0.509385	-0.270039	0.000262	0.0	0.0	0.0	-55.814127
1	RVBD2621c	RVBD2621c	5	1.016827	-0.709173	0.121469	0.000834	0.185706	5e-05	0.000173	25.088681
0	RVBD1891	RVBD1891	11	0.87836	-0.306387	0.03485	0.0	0.009281	0.153581	0.225159	7.189378
0	RVBD0557	mgtA	8	0.86808	0.221873	-0.01951	0.0	0.000236	0.231951	0.318115	-4.043794
1	RVBD2068c	blaC	9	1.247037	0.397769	0.050892	0.0	0.0	0.002544	0.006265	10.504362
0	RVBD0997	RVBD0997	5	1.187027	0.205124	0.017182	0.0	0.0	0.626406	0.714099	3.538391
0	RVBD3578	arsB2	10	0.990193	0.555073	-0.019782	0.0	0.0	0.207009	0.288513	-4.100001
-1	RVBD3009c	gatB	134	0.419648	0.113427	-0.10368	0.0	0.0	0.0	0.0	-21.437025
0	RVBD1117	RVBD1117	5	1.033691	0.130111	0.028348	0.0	0.6535	0.232036	0.318124	5.845778
-1	RVBD1547	dnaE1	377	0.353024	0.100172	-0.032251	0.0	0.0	0.0	0.0	-6.676646
1	RVBD1593c	RVBD1593c	6	1.41787	-0.04219	0.133351	0.0	0.875401	0.0	0.0	27.544026
-1	RVBD3617	ephA	12	0.701253	0.344169	-0.05489	0.0	0.0	0.000357	0.001072	-11.354861
1	RVBD1466	RVBD1466	2	1.697996	-0.672085	0.19442	0.0	0.001224	3.8e-05	0.000134	40.163573
0	RVBD0330c	RVBD0330c	6	1.248637	0.428698	0.04733	0.0	0.0	0.047251	0.083485	9.768296
-1	RVBD2572c	aspS	168	-0.072759	0.070921	-0.055304	0.066128	0.0	0.0	0.0	-11.440412
-1	RVBD2938	drrC	11	0.135181	0.29443	-0.159019	0.122862	7e-06	0.0	0.0	-32.872502
1	RVBD1773c	RVBD1773c	5	1.560593	0.436324	0.122126	0.0	0.000577	0.001071	0.002897	25.224446
1	RVBD0102	RVBD0102	238	0.942559	0.119316	0.026778	0.0	0.0	0.0	0.0	5.521347
1	RVBD0140	RVBD0140	6	1.415595	0.276502	0.109655	0.0	1e-06	0.002573	0.006329	22.647388
-1	RVBD0702	rplD	48	-0.03971	0.07531	-0.044818	0.577419	0.0	0.013655	0.027954	-9.273542
-1	RVBD3690	RVBD3690	6	0.626843	0.201374	-0.060735	0.0	6.7e-05	0.016867	0.033642	-12.562695
0	RVBD3046c	RVBD3046c	6	0.899593	0.206941	-0.04668	0.0	0.0	0.169616	0.244846	-9.658313
-1	RVBD3032A	RVBD3032A	4	0.427648	1.161991	-0.060929	3e-06	0.000459	0.006872	0.015251	-12.602784
-1	RVBD2979c	RVBD2979c	6	0.100719	0.101946	-0.192341	0.395235	0.0	0.0	0.0	-39.758295
1	RVBD0182c	sigG	5	1.281737	0.244713	0.07477	0.0	0.023648	0.003048	0.007385	15.43861
0	RVBD0829	RVBD0829	2	1.001762	2.568903	0.0281	0.0	8e-06	0.184004	0.260861	5.794531
0	RVBD0887c	RVBD0887c	7	0.884582	0.556848	-0.05333	0.0	9e-06	0.119668	0.183639	-11.032496
-1	RVBD2864c	RVBD2864c	8	-0.717012	0.119084	-0.309188	0.0	0.0	0.0	0.0	-63.904035
0	RVBD2108	PPE36	6	0.932018	0.274175	0.002928	0.0	0.0	0.892789	0.923662	0.592886
0	RVBD3235	RVBD3235	5	0.94092	0.06117	0.019786	0.0	0.522413	0.339905	0.43764	4.076492
1	RVBD0938	ligD	16	1.281143	0.279436	0.08251	0.0	0.0	6e-06	2.3e-05	17.038035
0	RVBD2787	RVBD2787	17	0.978306	0.272668	0.005664	0.0	0.0	0.683711	0.757408	1.158264
1	RVBD3697A	vapB48	4	3.128336	6.864918	0.123942	0.0	0.0	0.003616	0.008586	25.599712
-1	tRNA-Leu22	tRNA-Leu22	16	0.327872	0.127933	-0.127838	0.005355	0.0	1.9e-05	7e-05	-26.429133
1	RVBD0273c	RVBD0273c	6	1.145071	0.169825	0.061795	0.0	0.017993	0.016973	0.033837	12.757403
1	RVBD0661c	RVBD0661c	5	1.341663	-0.176424	0.098877	0.0	0.090822	1.4e-05	5.2e-05	20.420178
0	RVBD2606c	snzP	6	0.813672	0.188416	-0.004643	0.0	0.000402	0.823454	0.871119	-0.971616
0	RVBD3349c	RVBD3349c	6	1.206596	0.469787	0.025539	0.0	0.0	0.226925	0.312283	5.265315
0	RVBD0630c	recB	11	1.027285	0.271583	0.021856	0.0	3e-05	0.131492	0.19817	4.504245
1	RVBD0275c	RVBD0275c	6	1.362283	-0.480325	0.086	0.0	0.003143	3.1e-05	0.000111	17.759223
0	RVBD0749	vapC31	7	1.368938	0.645133	0.045082	0.0	0.0	0.152807	0.224432	9.30376
1	RVBD1897c	RVBD1897c	6	1.249369	-0.41895	0.077291	0.0	0.066493	3e-06	1.2e-05	15.959559
-1	tRNA-Arg14	tRNA-Arg14	13	0.592818	0.124957	-0.092151	3.4e-05	0.0	0.006744	0.014999	-19.054626
0	RVBD1272c	RVBD1272c	13	1.213788	0.375954	0.022964	0.0	0.0	0.150159	0.220944	4.733207
0	RVBD0591	mce2C	18	0.914421	0.191747	-0.013018	0.0	0.0	0.345565	0.442951	-2.70226
0	RVBD0372c	RVBD0372c	5	0.914119	0.128609	0.035187	0.0	0.029873	0.120535	0.184689	7.259017
0	RVBD0380c	RVBD0380c	5	1.046647	0.517762	0.026841	0.0	0.002648	0.223902	0.308965	5.534366
0	RVBD2092c	helY	16	0.756943	0.119982	-0.02865	0.0	0.0	0.149172	0.219812	-5.93252
0	RVBD3865	espF	6	0.928371	0.627345	-0.029346	0.0	1e-06	0.322155	0.417952	-6.076345
0	RVBD2404c	lepA	11	1.255468	0.221279	0.045441	0.0	0.0	0.075991	0.125584	9.377946
-1	tRNA-Ser45	tRNA-Ser45	6	-1.087934	-0.004705	-0.126207	4e-06	0.720809	0.00012	0.000389	-26.092096
0	RVBD1290A	RVBD1290A	5	0.91567	0.088936	0.014923	0.0	0.001078	0.306747	0.400825	3.071582
-1	RVBD0986	RVBD0986	14	0.618286	0.213324	-0.099581	0.0	0.0	0.0	0.0	-20.589991
-1	RVBD0374c	RVBD0374c	10	0.616673	0.222131	-0.051723	0.0	0.0	0.007343	0.016171	-10.700419
0	RVBD2495c	bkdC	6	1.225093	0.292661	0.030489	0.0	0.0	0.16776	0.242612	6.288203
-1	RVBD1828	RVBD1828	107	0.369765	0.166543	-0.128116	0.0	0.0	0.0	0.0	-26.48658
0	RVBD2833c	ugpB	16	0.887098	0.242813	-0.02395	0.0	0.0	0.094795	0.1512	-4.961293
0	RVBD3748	RVBD3748	7	0.913579	0.4256	-0.015686	0.0	0.0	0.571765	0.664181	-3.253587
0	RVBD2180c	RVBD2180c	7	0.987976	0.242387	-0.007264	0.0	0.0	0.760639	0.821334	-1.51323
1	RVBD0584	RVBD0584	18	1.211718	0.224976	0.051331	0.0	0.0	0.000201	0.00063	10.595079
1	RVBD1154c	RVBD1154c	8	1.555251	0.889698	0.069303	0.0	0.0	0.001575	0.004123	14.308887
0	RVBD1359	RVBD1359	11	1.165023	0.482325	0.016276	0.0	0.0	0.51681	0.615581	3.351171
0	RVBD2236c	cobD	5	1.648512	1.299166	0.04883	0.0	3e-06	0.284001	0.376092	10.078262
-1	RVBD3301c	phoY1	6	0.610915	0.219064	-0.07327	0.0	0.0	0.004005	0.009372	-15.152979
0	RVBD1398c	vapB10	4	0.924553	0.103212	0.003633	0.0	0.437144	0.910274	0.935521	0.73857
-1	RVBD2111c	pup	12	-0.315199	0.150642	-0.249484	7e-06	0.0	0.0	0.0	-51.566558
0	RVBD3181c	RVBD3181c	4	1.122879	-0.675017	0.024204	0.0	0.007058	0.242482	0.330016	4.989445
-1	RVBD3673c	RVBD3673c	6	-0.15336	0.069567	-0.173889	0.210369	0.0	0.0	0.0	-35.945299
0	RVBD3698	RVBD3698	12	0.858274	0.278957	-0.010718	0.0	0.0	0.547161	0.641505	-2.226979
0	RVBD3755c	RVBD3755c	3	0.44845	0.121298	-0.028486	0.128869	0.078214	0.174839	0.250683	-5.898631
0	RVBD3832c	RVBD3832c	7	0.724509	0.164421	-0.042241	0.0	0.0	0.029218	0.054584	-8.74102
0	RVBD2343c	dnaG	102	0.764381	0.124425	-0.014797	0.0	0.0	0.165669	0.240006	-3.06988
0	RVBD0416	thiS	7	0.84559	0.112973	-0.036666	0.0	0.0	0.081274	0.132526	-7.588979
0	RVBD3079c	RVBD3079c	7	0.919843	0.19736	0.010095	0.0	0.0	0.563712	0.656905	2.073904
-1	RVBD3376	RVBD3376	6	1.014162	1.06114	-0.047132	0.0	0.0	0.004618	0.010622	-9.751716
0	RVBD1863c	RVBD1863c	5	1.028489	0.035024	0.044181	0.0	0.711303	0.057371	0.098723	9.117574
1	RVBD1004c	RVBD1004c	7	1.281797	0.589858	0.048147	0.0	0.0	0.002196	0.005481	9.937124
0	RVBD1589	bioB	111	0.8662	0.239758	5.4e-05	0.0	0.0	0.99332	0.995045	-0.001009
1	RVBD0027	RVBD0027	4	1.138389	0.375003	0.053413	0.0	6e-06	0.00241	0.005975	11.025312
0	RVBD0375c	RVBD0375c	7	0.834978	0.244407	-0.007463	0.0	4.2e-05	0.647981	0.730743	-1.554352
-1	RVBD1220c	RVBD1220c	6	-0.552748	0.28852	-0.312417	2.4e-05	0.028358	0.0	0.0	-64.571289
0	RVBD2467	pepN	15	0.797437	0.310266	-0.019753	0.0	1e-06	0.332144	0.429015	-4.094008
0	RVBD0163	RVBD0163	8	0.76032	0.195677	-0.041974	0.0	0.0	0.047249	0.083485	-8.685846
1	RVBD0731c	RVBD0731c	6	1.218035	0.200142	0.086404	0.0	0.014752	8.8e-05	0.000294	17.842707
-1	RVBD2439c	proB	66	0.619427	0.124942	-0.059603	0.0	0.0	0.0	0.0	-12.328774
0	RVBD3075c	RVBD3075c	7	0.91376	0.141536	-0.00497	0.0	0.004563	0.744543	0.808172	-1.039189
0	RVBD6005	tRNA-Thr	11	-0.367632	0.043126	-0.029384	0.066725	3.5e-05	0.422297	0.522247	-6.084197
-1	RVBD3514	PE-PGRS57	4	0.252996	0.203077	-0.107283	0.084476	0.0	0.006901	0.015307	-22.181564
1	RVBD0210	RVBD0210	6	1.14617	0.254593	0.047863	0.0	0.0	0.019617	0.038425	9.878438
1	RVBD0348	RVBD0348	7	1.325916	0.769912	0.066217	0.0	0.000976	0.000241	0.000746	13.671183
1	RVBD0773c	ggtA	16	1.179501	0.030806	0.056235	0.0	0.50988	0.000188	0.000592	11.608462
0	RVBD1427c	fadD12	13	0.942793	0.095787	0.023996	0.0	0.0	0.077692	0.12782	4.946463
-1	RVBD1611	trpC	77	0.71432	0.1246	-0.038298	0.0	0.0	0.003149	0.007602	-7.926222
1	RVBD3909	RVBD3909	220	1.456261	0.16117	0.088744	0.0	0.0	0.0	0.0	18.326254
-1	RVBD3610c	ftsH	14	-0.300152	0.068656	-0.207213	0.001072	0.0	0.0	0.0	-42.831506
0	RVBD2629	RVBD2629	7	0.996924	0.476683	-0.015313	0.0	0.0	0.417607	0.517397	-3.176508
0	RVBD2822c	RVBD2822c	5	0.639482	0.139792	-0.038289	2e-06	3e-06	0.222915	0.308129	-7.924363
0	RVBD3010c	pfkA	9	0.727893	0.106844	0.005012	0.0	0.0	0.802573	0.853	1.023532
0	RVBD0397A	RVBD0397A	6	1.090045	0.203281	0.040445	0.0	0.050001	0.099402	0.157213	8.345552
0	RVBD1732c	RVBD1732c	7	1.118598	0.200601	0.055308	0.0	0.090312	0.231928	0.318115	11.416903
-1	RVBD1477	ripA	139	-1.902851	0.051923	-0.443494	0.0	0.0	0.0	0.0	-91.657574
-1	RVBD3652	PE-PGRS60	5	0.586276	0.215117	-0.049516	0.0	1e-06	0.020132	0.039225	-10.244356
1	RVBD0735	sigL	5	1.096303	-0.562213	0.083065	0.0	0.00753	0.005773	0.013019	17.152722
-1	RVBD3483c	RVBD3483c	5	0.476139	-0.127945	-0.066929	7e-06	0.439012	0.011191	0.023505	-13.842649
-1	RVBD3257c	pmmA	106	-0.247601	0.080217	-0.174663	0.0	0.0	0.0	0.0	-36.105241
0	RVBD2395A	aprA	6	1.470386	0.739809	0.005725	0.0	0.0	0.81074	0.860147	1.17087
-1	RVBD0013	trpG	99	0.593064	0.119432	-0.067964	0.0	0.0	0.0	0.0	-14.056525
0	RVBD0112	gca	10	1.113094	0.262001	0.017877	0.0	0.0	0.301022	0.394878	3.682008
1	RVBD0931c	pknD	8	1.258561	0.252083	0.071886	0.0	0.0	0.0	0.0	14.842648
-1	RVBD3011c	gatA	124	0.423068	0.104352	-0.110887	0.0	0.0	0.0	0.0	-22.926309
-1	RVBD3032	RVBD3032	96	0.142921	0.189498	-0.210089	6.9e-05	0.0	0.0	0.0	-43.425814
1	RVBD1991A	mazE6	6	3.43038	0.338895	0.53408	0.0	0.0	0.0	0.0	110.352299
-1	RVBD1636	TB15.3	18	0.459025	0.056115	-0.187227	7e-06	0.0	0.0	0.0	-38.701518
0	RVBD1791	PE19	5	0.267063	0.158251	-0.039404	0.024809	7.6e-05	0.048061	0.084694	-8.154771
1	RVBD0963c	RVBD0963c	6	1.486885	0.175276	0.120867	0.0	0.0	2e-05	7.4e-05	24.964281
0	RVBD3867	espH	4	1.255382	0.680986	0.037676	0.0	0.0	0.061328	0.104339	7.773354
0	RVBD1319c	RVBD1319c	11	0.916241	0.180449	0.006454	0.0	0.03261	0.742741	0.807301	1.321513
1	RVBD2305	RVBD2305	9	1.223776	0.325241	0.06465	0.0	7.4e-05	4.4e-05	0.000154	13.347372
1	RVBD2301	cut2	6	1.579703	0.127972	0.190174	0.0	0.030901	0.0	0.0	39.286162
1	RVBD2335	cysE	6	2.699104	0.38443	0.196712	0.0	0.0	3e-06	1.2e-05	40.637201
0	RVBD2332	mez	18	1.033804	0.285227	0.019921	0.0	0.0	0.124438	0.189806	4.104389
-1	RVBD0261c	narK3	20	0.796539	0.579292	-0.066537	0.0	0.0	0.001431	0.003768	-13.761644
0	RVBD1241	RVBD1241	4	0.918689	0.088563	0.028712	0.0	0.642344	0.22767	0.312988	5.920997
0	RVBD3165c	RVBD3165c	7	1.054218	0.287098	-0.000564	0.0	0.0	0.970454	0.97796	-0.128715
-1	RVBD2350c	plcB	12	0.624775	0.175297	-0.038455	0.0	0.0	0.00763	0.016694	-7.958666
0	RVBD3899c	RVBD3899c	6	0.472797	0.0318	-0.045979	1.3e-05	0.276963	0.087791	0.141609	-9.513456
0	RVBD2443	dctA	11	0.959272	0.132528	0.02357	0.0	0.045785	0.114333	0.176613	4.858433
0	RVBD2714	RVBD2714	8	0.89202	0.255874	-0.009303	0.0	0.001389	0.655619	0.735774	-1.934578
-1	RVBD2855	mtr	9	0.73228	0.445313	-0.073834	0.0	0.0	0.005474	0.012421	-15.269526
1	RVBD3054c	RVBD3054c	5	1.472536	0.493443	0.091913	0.0	0.000249	8e-06	3.1e-05	18.981109
0	RVBD0420c	RVBD0420c	5	0.377528	-2.022477	-0.046955	0.000154	0.0	0.050938	0.089142	-9.71514
-1	RVBD0440	groEL2	110	0.304108	0.092716	-0.060922	0.0	0.0	0.0	0.0	-12.601338
0	RVBD0863	RVBD0863	5	1.027857	0.480413	-0.011221	0.0	2e-06	0.609398	0.69925	-2.330921
-1	RVBD2198c	mmpS3	7	-1.680231	0.114668	-0.462601	0.0	0.0	0.0	0.0	-95.605923
0	RVBD1826	gcvH	23	1.236533	0.104122	0.021086	0.0	0.0	0.443876	0.543442	4.345129
-1	RVBD3305c	amiA1	12	-0.040761	0.115267	-0.184349	0.547961	0.0	0.0	0.0	-38.106796
-1	RVBD3780	RVBD3780	38	0.703101	0.110801	-0.05462	0.0	0.0	9e-06	3.4e-05	-11.299067
-1	RVBD3581c	ispF	42	0.525435	0.106948	-0.079091	0.0	0.0	1e-06	4e-06	-16.355854
0	RVBD0892	RVBD0892	22	1.062864	0.1851	0.01906	0.0	0.0	0.138413	0.207363	3.926468
0	RVBD1517	RVBD1517	15	0.943791	0.150432	0.009551	0.0	0.0	0.612922	0.701698	1.96149
-1	RVBD2986c	hupB	25	0.669019	0.237424	-0.073035	0.0	0.0	0.0	0.0	-15.104418
-1	RVBD0059	RVBD0059	7	0.83013	0.332399	-0.069319	0.0	0.0	0.001899	0.004854	-14.336528
0	RVBD0072	RVBD0072	10	1.218075	0.285902	0.046867	0.0	0.0	0.040665	0.073128	9.67262
-1	RVBD1206	fadD6	16	0.214382	0.15276	-0.118622	0.000113	0.0	0.0	0.0	-24.524701
-1	RVBD2073c	RVBD2073c	7	-0.041785	0.099826	-0.178034	0.673051	0.056698	0.0	0.0	-36.801839
0	RVBD3704c	gshA	8	0.878776	0.212165	-0.018644	0.0	0.0	0.341051	0.438556	-3.86484
-1	RVBD2699c	RVBD2699c	19	-1.742821	0.086972	-0.465571	0.0	0.0	0.0	0.0	-96.219655
-1	RVBD2946c	pks1	20	0.752944	0.188645	-0.03195	0.0	0.0	0.014893	0.030182	-6.614446
0	RVBD0876c	RVBD0876c	14	0.36538	0.047277	-0.024666	8e-06	1.6e-05	0.065765	0.110954	-5.10925
1	RVBD0921	RVBD0921	7	1.203341	-0.008456	0.091811	0.0	0.959684	0.00011	0.00036	18.960031
-1	RVBD3260c	whiB2	30	-0.53585	0.081094	-0.184205	0.0	0.0	0.0	0.0	-38.077039
0	RVBD1765A	RVBD1765A	8	1.018156	0.359458	0.01646	0.0	0.002529	0.442788	0.542439	3.389194
-1	RVBD3795	embB	374	-0.757321	0.10633	-0.339685	0.0	0.0	0.0	0.0	-70.20606
-1	RVBD2673	aftC	224	-1.099312	0.070071	-0.403969	0.0	0.0	0.0	0.0	-83.489967
0	RVBD3857Ac	RVBD3857Ac	4	0.886964	-0.77324	0.009619	0.0	0.292074	0.774524	0.831553	1.975542
0	RVBD2913c	RVBD2913c	20	1.071685	0.234767	0.023056	0.0	0.0	0.096724	0.153625	4.752218
0	RVBD2732c	RVBD2732c	6	1.466851	0.264427	0.059369	0.0	0.0	0.061763	0.104904	12.256084
0	RVBD3332	nagA	8	1.012283	0.493776	-0.008631	0.0	0.0	0.728216	0.795169	-1.795713
-1	RVBD2456c	RVBD2456c	11	0.617093	0.233317	-0.070622	0.0	0.0	4.5e-05	0.000157	-14.605785
1	RVBD2451	RVBD2451	5	3.155942	-0.372373	0.522055	0.0	0.165735	0.0	0.0	107.867404
0	RVBD0029	RVBD0029	9	0.827165	0.204077	-0.027509	0.0	0.0	0.038946	0.070445	-5.696739
1	RVBD2865	relF	3	2.109272	0.187137	0.23514	0.0	0.473849	0.0	0.0	48.57812
0	RVBD0582	vapC26	7	0.874586	0.195424	-0.018977	0.0	0.0	0.397631	0.497437	-3.933652
0	RVBD1159	pimE	13	0.707644	0.157061	0.001334	0.0	0.0	0.928067	0.949699	0.263496
1	RVBD3729	RVBD3729	32	1.352878	0.467804	0.07218	0.0	0.0	1e-06	4e-06	14.903402
1	RVBD2056c	rpsN	2	1.337828	-1.926723	0.113271	1e-06	0.004134	0.02402	0.045871	23.394613
0	RVBD0231	fadE4	21	0.903982	0.231591	-0.010332	0.0	0.0	0.382178	0.481177	-2.147214
1	RVBD2934	ppsD	34	1.145866	0.264453	0.040941	0.0	0.0	0.000365	0.00109	8.448047
0	RVBD3622c	PE32	5	1.244904	0.255968	0.053144	0.0	0.016547	0.213413	0.296415	10.969725
-1	RVBD1689	tyrS	102	0.489923	0.108247	-0.087246	0.0	0.0	0.0	0.0	-18.041036
0	RVBD3590c	PE-PGRS58	6	1.008843	-0.36589	0.061204	0.0	0.016683	0.035826	0.065535	12.635276
0	RVBD0917	betP	29	1.01821	0.244225	0.002339	0.0	0.0	0.819843	0.868436	0.471173
1	RVBD1046c	RVBD1046c	9	1.070338	-0.296153	0.063857	0.0	9.9e-05	0.003708	0.008758	13.183503
0	RVBD1934c	fadE17	14	0.63515	0.135692	-0.042204	0.0	0.036007	0.101088	0.15949	-8.733374
1	RVBD0269c	RVBD0269c	7	1.475061	0.468722	0.100819	0.0	0.0	0.000487	0.001414	20.821481
0	RVBD2669	RVBD2669	7	0.709317	0.171097	-0.005256	1e-05	0.0	0.896282	0.926326	-1.098289
-1	RVBD0383c	RVBD0383c	67	-1.376869	0.058812	-0.361823	0.0	0.0	0.0	0.0	-74.780746
-1	RVBD2744c	35kd-ag	7	-0.096218	-0.037868	-0.149063	0.31062	0.496842	0.0	0.0	-30.815153
1	RVBD3825c	pks2	56	0.833407	0.168574	0.037192	0.0	0.0	0.000773	0.002152	7.673339
1	RVBD2027c	dosT	8	1.365324	0.328129	0.089953	0.0	0.0	1e-06	4e-06	18.576087
-1	RVBD3377c	RVBD3377c	19	0.331419	0.262777	-0.143738	0.0	0.0	0.0	0.0	-29.714773
0	RVBD1919c	RVBD1919c	5	0.786058	-0.456214	0.014326	0.0	0.005693	0.569326	0.661538	2.948215
0	RVBD0790c	RVBD0790c	6	1.053312	0.305681	0.008819	0.0	1e-06	0.642822	0.727735	1.810226
-1	RVBD2444c	rne	217	-0.477488	0.093412	-0.229322	0.0	0.0	0.0	0.0	-47.4002
-1	RVBD0235c	RVBD0235c	23	0.798379	0.261035	-0.029451	0.0	0.0	0.019734	0.038598	-6.098042
0	RVBD3175	RVBD3175	17	0.873144	0.341092	0.006939	0.0	0.0	0.721845	0.789475	1.421736
0	RVBD3871	eccCb1	15	0.924073	0.388748	-0.030441	0.0	0.0	0.066062	0.111362	-6.30262
-1	RVBD1788	PE18	5	0.083768	0.164373	-0.115405	0.466077	0.39706	0.000195	0.000613	-23.859927
0	RVBD0658c	RVBD0658c	11	1.010937	0.410094	0.007445	0.0	0.0	0.623328	0.711193	1.526297
0	RVBD2424c	RVBD2424c	5	1.212702	0.20356	0.05937	0.0	0.047839	0.067065	0.112912	12.256291
0	RVBD3226c	RVBD3226c	6	0.931987	0.252821	0.001208	0.0	0.0	0.952762	0.965673	0.237458
0	RVBD1954c	RVBD1954c	7	0.915957	0.151782	0.017434	0.0	0.0397	0.413243	0.513882	3.590465
0	RVBD2797c	RVBD2797c	11	0.965963	0.264585	-0.002504	0.0	0.0	0.856154	0.89865	-0.529604
1	RVBD0342	iniA	12	1.176071	0.246357	0.055393	0.0	0.0	0.000112	0.000365	11.434467
1	RVBD2317	uspB	11	1.459396	0.258355	0.107678	0.0	0.019095	0.0	0.0	22.238853
0	RVBD2573	RVBD2573	6	1.145226	0.938941	0.028769	0.0	0.0	0.135613	0.203697	5.932776
-1	RVBD2610c	pimA	123	-0.23423	0.100592	-0.235827	0.0	0.0	0.0	0.0	-48.74442
1	RVBD0325	RVBD0325	5	1.174096	-0.410518	0.119359	0.0	0.051478	7.7e-05	0.00026	24.652662
1	RVBD0464c	RVBD0464c	8	1.571646	0.001018	0.141165	0.0	0.994829	0.000122	0.000395	29.158743
1	RVBD3400	RVBD3400	6	1.331991	0.62305	0.063923	0.0	0.0001	0.004262	0.009899	13.197141
0	RVBD3629c	RVBD3629c	16	0.727844	0.215432	-0.024492	0.0	0.0	0.140166	0.20922	-5.073294
0	RVBD2114	RVBD2114	7	0.859706	0.228594	0.005182	0.0	2e-06	0.719398	0.787439	1.058662
0	RVBD3513c	fadD18	5	0.60948	0.035074	0.014875	5.7e-05	0.530457	0.687246	0.760876	3.061663
1	RVBD0343	iniC	13	1.274928	0.302964	0.056811	0.0	0.0	0.014185	0.028878	11.727489
0	RVBD0564c	gpdA1	7	1.182539	1.089852	0.01975	0.0	0.0	0.619341	0.707443	4.069053
1	RVBD0172	mce1D	11	0.779547	-0.075533	0.098902	0.0	0.160155	0.001578	0.004128	20.425344
0	RVBD2161c	RVBD2161c	6	0.895138	1.983616	-0.00914	0.0	0.0	0.740158	0.805578	-1.900895
1	RVBD1576c	RVBD1576c	128	1.049616	0.230245	0.031744	0.0	0.0	0.000347	0.001043	6.547542
0	RVBD2818c	RVBD2818c	13	0.909516	0.211937	-0.006913	0.0	0.0	0.752008	0.814306	-1.440698
-1	RVBD0309	RVBD0309	7	1.251449	0.723494	-0.062415	0.0	0.0	0.00495	0.011321	-12.909858
