#HMM - Genes
#Orf	Name	Desc	N	n0	n1	n2	n3	Avg. Insertions	Avg. Reads	State Call
Rv0883c	-	hypothetical protein Rv0883c 	6	0	0	6	0	0.0000	0.0	NE
Rv0884c	serC	phosphoserine aminotransferase 	12	12	0	0	0	0.0000	0.0	ES
Rv0885	-	hypothetical protein Rv0885 	12	0	0	12	0	0.5000	118.5	NE
Rv0886	fprB	PROBABLE NADPH:ADRENODOXIN OXIDOREDUCTASE FPRB (ADRENODOXIN REDUCTASE) (AR) (FERREDOXIN-NADP(+) REDUCTASE) 	22	0	0	22	0	0.6364	146.7	NE
Rv0887c	-	hypothetical protein Rv0887c 	4	0	0	4	0	0.7500	246.7	NE
Rv0888	-	PROBABLE EXPORTED PROTEIN 	26	0	0	26	0	0.7308	272.7	NE
Rv0889c	citA	citrate synthase 2 	10	0	0	10	0	0.9000	413.4	NE
Rv0890c	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY LUXR-FAMILY) 	44	0	0	44	0	0.8182	371.7	NE
Rv0891c	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	23	0	0	23	0	0.8261	168.6	NE
Rv0892	-	PROBABLE MONOOXYGENASE 	37	0	3	34	0	0.3784	69.6	NE
Rv0893c	-	hypothetical protein Rv0893c 	21	0	14	7	0	0.2857	133.7	GD
Rv0894	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY LUXR-FAMILY) 	14	0	0	14	0	0.6429	139.3	NE
Rv0895	-	hypothetical protein Rv0895 	26	0	0	26	0	0.8077	219.6	NE
Rv0896	gltA	type II citrate synthase 	23	23	0	0	0	0.0000	0.0	ES
Rv0897c	-	PROBABLE OXIDOREDUCTASE 	18	0	0	18	0	0.5556	197.0	NE
Rv0898c	-	hypothetical protein Rv0898c 	0	0	0	0	0	nan	0.0	N/A
Rv0899	ompA	OUTER MEMBRANE PROTEIN A OMPA 	18	0	0	18	0	0.3333	108.5	NE
Rv0900	-	POSSIBLE MEMBRANE PROTEIN 	2	0	0	2	0	1.0000	155.0	NE
Rv0901	-	POSSIBLE CONSERVED EXPORTED OR MEMBRANE PROTEIN 	9	0	0	9	0	0.6667	920.8	NE
Rv0902c	prrB	TWO COMPONENT SENSOR HISTIDINE KINASE PRRB 	12	12	0	0	0	0.0000	0.0	ES
Rv0903c	prrA	TWO COMPONENT RESPONSE TRANSCRIPTIONAL REGULATORY PROTEIN PRRA 	9	0	0	9	0	0.0000	0.0	NE
Rv0904c	accD3	PUTATIVE ACETYL-COENZYME A CARBOXYLASE CARBOXYL TRANSFERASE (SUBUNIT BETA) ACCD3 (ACCASE BETA CHAIN) 	19	0	0	19	0	0.7368	109.5	NE
Rv0905	echA6	enoyl-CoA hydratase 	8	0	0	8	0	0.6250	171.8	NE
Rv0906	-	hypothetical protein Rv0906 	14	0	0	14	0	0.5714	285.4	NE
Rv0907	-	hypothetical protein Rv0907 	33	0	0	33	0	0.3636	111.4	NE
Rv0908	ctpE	PROBABLE METAL CATION TRANSPORTER ATPASE P-TYPE CTPE 	29	0	0	29	0	0.7241	132.4	NE
Rv0909	-	hypothetical protein Rv0909 	2	0	0	2	0	1.0000	163.0	NE
Rv0910	-	hypothetical protein Rv0910 	7	0	0	7	0	0.7143	81.8	NE
Rv0911	-	hypothetical protein Rv0911 	12	0	0	12	0	0.6667	99.6	NE
Rv0912	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	4	0	0	4	0	0.7500	99.7	NE
Rv0913c	-	POSSIBLE DIOXYGENASE 	38	0	24	14	0	0.2895	65.6	GD
Rv0914c	-	acetyl-CoA acetyltransferase 	15	0	0	15	0	0.9333	231.1	NE
Rv0915c	PPE14	PPE FAMILY PROTEIN 	15	0	0	15	0	0.6667	171.7	NE
Rv0916c	PE7	PE FAMILY PROTEIN 	5	0	5	0	0	0.6000	15.0	GD
Rv0917	betP	POSSIBLE GLYCINE BETAINE TRANSPORT INTEGRAL MEMBRANE PROTEIN BETP 	40	0	0	40	0	0.6250	276.8	NE
Rv0918	-	hypothetical protein Rv0918 	8	0	0	8	0	0.8750	176.0	NE
Rv0919	-	hypothetical protein Rv0919 	8	0	0	8	0	0.8750	514.0	NE
Rv0920c	-	PROBABLE TRANSPOSASE 	21	0	0	21	0	0.7619	97.5	NE
Rv0921	-	POSSIBLE RESOLVASE 	7	0	0	7	0	0.7143	220.0	NE
Rv0922	-	POSSIBLE TRANSPOSASE 	16	0	0	16	0	0.8125	231.9	NE
Rv0923c	-	hypothetical protein Rv0923c 	16	0	0	16	0	0.6875	182.4	NE
Rv0924c	mntH	manganese transport protein MntH 	17	0	0	17	0	0.7647	200.0	NE
Rv0925c	-	hypothetical protein Rv0925c 	15	0	0	15	0	0.7333	242.1	NE
Rv0926c	-	hypothetical protein Rv0926c 	18	0	0	18	0	0.6111	231.1	NE
Rv0927c	-	short chain dehydrogenase 	5	0	0	5	0	0.8000	553.2	NE
Rv0928	pstS3	PERIPLASMIC PHOSPHATE-BINDING LIPOPROTEIN PSTS3 (PBP-3) (PSTS3) (PHOS1) 	21	0	0	21	0	0.6190	299.5	NE
Rv0929	pstC2	PHOSPHATE-TRANSPORT INTEGRAL MEMBRANE ABC TRANSPORTER PSTC2 	16	0	0	16	0	0.4375	70.7	NE
Rv0930	pstA1	PROBABLE PHOSPHATE-TRANSPORT INTEGRAL MEMBRANE ABC TRANSPORTER PSTA1 	15	0	0	15	0	0.7333	105.4	NE
Rv0931c	pknD	TRANSMEMBRANE SERINE/THREONINE-PROTEIN KINASE D PKND (PROTEIN KINASE D) (STPK D) 	40	0	0	40	0	0.8750	357.1	NE
Rv0932c	pstS2	PERIPLASMIC PHOSPHATE-BINDING LIPOPROTEIN PSTS2 (PBP-2) (PSTS2) 	23	0	0	23	0	0.8261	259.3	NE
Rv0933	pstB	PHOSPHATE-TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER PSTB 	12	0	0	12	0	0.5833	263.7	NE
Rv0934	pstS1	PERIPLASMIC PHOSPHATE-BINDING LIPOPROTEIN PSTS1 (PBP-1) (PSTS1) 	19	0	0	19	0	0.8421	347.8	NE
Rv0935	pstC1	PHOSPHATE-TRANSPORT INTEGRAL MEMBRANE ABC TRANSPORTER PSTC1 	12	0	0	12	0	0.9167	277.2	NE
Rv0936	pstA2	PHOSPHATE-TRANSPORT INTEGRAL MEMBRANE ABC TRANSPORTER PSTA2 	19	0	0	19	0	0.7895	340.9	NE
Rv0937c	-	hypothetical protein Rv0937c 	12	0	0	12	0	0.4167	61.8	NE
Rv0938	-	ATP-dependent DNA ligase 	38	14	0	24	0	0.2368	205.6	ES
Rv0939	-	POSSIBLE BIFUNCTIONAL ENZYME: 2-HYDROXYHEPTA-2,4-DIENE-1,7-DIOATE ISOMERASE (HHDD ISOMERASE) + CYCLASE/DEHYDRASE 	27	0	0	27	0	0.5185	62.9	NE
Rv0940c	-	POSSIBLE OXIDOREDUCTASE 	13	0	0	13	0	0.5385	147.7	NE
Rv0941c	-	hypothetical protein Rv0941c 	8	0	0	8	0	0.8750	359.1	NE
Rv0942	-	hypothetical protein Rv0942 	7	0	0	7	0	0.8571	194.7	NE
Rv0943c	-	PROBABLE MONOOXYGENASE 	16	0	0	16	0	0.8750	171.3	NE
Rv0944	-	POSSIBLE FORMAMIDOPYRIMIDINE-DNA GLYCOSYLASE (FAPY-DNA GLYCOSYLASE) 	7	0	0	7	0	0.5714	313.5	NE
Rv0945	-	short chain dehydrogenase 	7	0	0	7	0	0.4286	124.0	NE
Rv0946c	pgi	glucose-6-phosphate isomerase 	17	17	0	0	0	0.0000	0.0	ES
Rv0948c	-	hypothetical protein Rv0948c 	6	0	0	6	0	0.1667	47.0	NE
Rv0949	uvrD1	PROBABLE ATP-DEPENDENT DNA HELICASE II UVRD1 	44	38	0	6	0	0.0455	132.0	ES
Rv0950c	-	hypothetical protein Rv0950c 	18	0	12	6	0	0.2778	36.2	GD
Rv0951	sucC	succinyl-CoA synthetase subunit beta 	14	14	0	0	0	0.0000	0.0	ES
Rv0952	sucD	succinyl-CoA synthetase subunit alpha 	10	10	0	0	0	0.0000	0.0	ES
Rv0953c	-	POSSIBLE OXIDOREDUCTASE 	10	0	0	10	0	0.9000	156.4	NE
Rv0954	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	25	0	0	25	0	0.6000	120.3	NE
Rv0955	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	17	17	0	0	0	0.0000	0.0	ES
Rv0956	purN	phosphoribosylglycinamide formyltransferase 	12	0	12	0	0	0.0000	0.0	GD
Rv0957	purH	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase 	20	20	0	0	0	0.0000	0.0	ES
Rv0958	-	POSSIBLE MAGNESIUM CHELATASE 	11	0	0	11	0	0.7273	206.1	NE
Rv0959	-	hypothetical protein Rv0959 	14	0	0	14	0	0.3571	251.6	NE
Rv0960	-	hypothetical protein Rv0960 	5	0	0	5	0	0.6000	114.0	NE
Rv0961	-	PROBABLE INTEGRAL MEMBRANE PROTEIN 	7	0	0	7	0	0.7143	265.0	NE
Rv0962c	lprP	POSSIBLE LIPOPROTEIN LPRP 	14	0	0	14	0	0.9286	167.5	NE
Rv0963c	-	hypothetical protein Rv0963c 	10	0	0	10	0	0.7000	175.4	NE
Rv0964c	-	hypothetical protein Rv0964c 	5	0	0	5	0	0.8000	316.0	NE
Rv0965c	-	hypothetical protein Rv0965c 	6	0	0	6	0	0.8333	110.4	NE
Rv0966c	-	hypothetical protein Rv0966c 	9	0	0	9	0	0.7778	156.9	NE
Rv0967	-	hypothetical protein Rv0967 	1	0	0	1	0	1.0000	102.0	NE
Rv0968	-	hypothetical protein Rv0968 	6	0	0	6	0	0.8333	384.6	NE
Rv0969	ctpV	PROBABLE METAL CATION TRANSPORTER P-TYPE ATPASE CTPV 	19	0	0	19	0	0.7895	288.9	NE
Rv0970	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	12	0	0	12	0	0.3333	344.5	NE
Rv0971c	echA7	enoyl-CoA hydratase 	5	0	0	5	0	0.8000	195.5	NE
Rv0972c	fadE12	PROBABLE ACYL-CoA DEHYDROGENASE FADE12 	16	0	5	11	0	0.4375	81.4	NE
Rv0973c	accA2	PROBABLE ACETYL-/PROPIONYL-COENZYME A CARBOXYLASE ALPHA CHAIN (ALPHA SUBUNIT) ACCA2: BIOTIN CARBOXYLASE + BIOTIN CARBOXYL CARRIER PROTEIN (BCCP) 	20	0	20	0	0	0.2000	6.5	GD
Rv0974c	accD2	PROBABLE ACETYL-/PROPIONYL-CoA CARBOXYLASE (BETA SUBUNIT) ACCD2 	19	0	19	0	0	0.2105	30.2	GD
Rv0975c	fadE13	PROBABLE ACYL-CoA DEHYDROGENASE FADE13 	18	0	0	18	0	0.5556	385.5	NE
Rv0976c	-	hypothetical protein Rv0976c 	17	0	0	17	0	0.7647	293.3	NE
Rv0977	PE_PGRS16	PE-PGRS FAMILY PROTEIN 	26	0	0	26	0	0.6154	341.2	NE
Rv0978c	PE_PGRS17	PE-PGRS FAMILY PROTEIN 	2	0	0	2	0	1.0000	59.5	NE
Rv0979A	rpmF	50S ribosomal protein L32 	2	0	0	2	0	0.0000	0.0	NE
Rv0979c	-	hypothetical protein Rv0979c 	1	0	0	1	0	0.0000	0.0	NE
Rv0980c	PE_PGRS18	PE-PGRS FAMILY PROTEIN 	11	0	0	11	0	0.8182	452.1	NE
Rv0981	mprA	MYCOBACTERIAL PERSISTENCE REGULATOR MRPA (TWO COMPONENT RESPONSE TRANSCRIPTIONAL REGULATORY PROTEIN) 	9	0	0	9	0	0.7778	265.7	NE
Rv0982	mprB	PROBABLE TWO COMPONENT SENSOR KINASE MPRB 	20	20	0	0	0	0.0000	0.0	ES
Rv0983	pepD	PROBABLE SERINE PROTEASE PEPD (SERINE PROTEINASE) (MTB32B) 	13	0	0	13	0	0.6154	139.6	NE
Rv0984	moaB2	POSSIBLE PTERIN-4-ALPHA-CARBINOLAMINE DEHYDRATASE MOAB2 (PHS) (4-ALPHA-HYDROXY-TETRAHYDROPTERIN DEHYDRATASE) (PTERIN-4-A-CARBINOLAMINE DEHYDRATASE) (PHENYLALANINE HYDROXYLASE-STIMULATING PROTEIN) (PHS) (PTERIN CARBINOLAMINE DEHYDRATASE) (PCD) 	5	0	0	5	0	0.4000	1060.0	NE
Rv0985c	mscL	large-conductance mechanosensitive channel 	9	0	0	9	0	0.8889	302.1	NE
Rv0986	-	PROBABLE ADHESION COMPONENT TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER 	21	16	0	5	0	0.1905	204.5	ES
Rv0987	-	PROBABLE ADHESION COMPONENT TRANSPORT TRANSMEMBRANE PROTEIN ABC TRANSPORTER 	85	0	59	26	0	0.2824	82.0	GD
Rv0988	-	POSSIBLE CONSERVED EXPORTED PROTEIN 	37	18	0	19	0	0.1622	72.7	ES
Rv0989c	grcC2	PROBABLE POLYPRENYL-DIPHOSPHATE SYNTHASE GRCC2 (POLYPRENYL PYROPHOSPHATE SYNTHETASE) 	17	0	0	17	0	0.8235	314.1	NE
Rv0990c	-	hypothetical protein Rv0990c 	8	0	0	8	0	0.6250	280.0	NE
Rv0991c	-	CONSERVED HYPOTHETICAL SERINE RICH PROTEIN 	1	0	0	1	0	1.0000	886.0	NE
Rv0992c	-	hypothetical protein Rv0992c 	6	0	0	6	0	0.6667	790.8	NE
Rv0993	galU	PROBABLE UTP--GLUCOSE-1-PHOSPHATE URIDYLYLTRANSFERASE GALU (UDP-GLUCOSE PYROPHOSPHORYLASE) (UDPGP) (ALPHA-D-GLUCOSYL-1-PHOSPHATE URIDYLYLTRANSFERASE) (URIDINE DIPHOSPHOGLUCOSE PYROPHOSPHORYLASE) 	12	12	0	0	0	0.0000	0.0	ES
Rv0994	moeA1	PROBABLE MOLYBDOPTERIN BIOSYNTHESIS PROTEIN MOEA1 	11	0	0	11	0	0.7273	222.6	NE
Rv0995	rimJ	POSSIBLE RIBOSOMAL-PROTEIN-ALANINE ACETYLTRANSFERASE RIMJ (ACETYLATING ENZYME FOR N-TERMINAL OF RIBOSOMAL PROTEIN S5) 	5	0	0	5	0	1.0000	362.6	NE
Rv0996	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	14	0	0	14	0	0.8571	228.5	NE
Rv0997	-	hypothetical protein Rv0997 	4	0	0	4	0	0.7500	119.0	NE
Rv0998	-	hypothetical protein Rv0998 	11	0	0	11	0	0.6364	239.1	NE
Rv0999	-	hypothetical protein Rv0999 	10	0	0	10	0	0.9000	150.9	NE
Rv1000c	-	hypothetical protein Rv1000c 	7	0	0	7	0	1.0000	528.3	NE
Rv1001	arcA	arginine deiminase 	18	0	0	18	0	0.8333	350.0	NE
Rv1002c	-	hypothetical protein Rv1002c 	21	21	0	0	0	0.0000	0.0	ES
Rv1003	-	hypothetical protein Rv1003 	8	0	0	8	0	0.6250	32.8	NE
Rv1004c	-	PROBABLE MEMBRANE PROTEIN 	9	0	0	9	0	0.6667	287.7	NE
Rv1005c	pabB	para-aminobenzoate synthase component I 	21	20	0	1	0	0.0476	211.0	ES
Rv1006	-	hypothetical protein Rv1006 	37	0	0	37	0	0.6757	151.5	NE
Rv1007c	metG	methionyl-tRNA synthetase 	23	23	0	0	0	0.0000	0.0	ES
Rv1008	tatD	PROBABLE DEOXYRIBONUCLEASE TATD (YJJV PROTEIN) 	11	0	0	11	0	0.8182	469.9	NE
Rv1009	rpfB	Probable resuscitation-promoting factor rpfB 	9	0	0	9	0	0.4444	42.0	NE
Rv1010	ksgA	dimethyladenosine transferase 	12	0	0	12	0	0.3333	17.2	NE
Rv1011	ispE	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase 	12	12	0	0	0	0.0000	0.0	ES
Rv1012	-	hypothetical protein Rv1012 	6	0	0	6	0	0.8333	230.2	NE
Rv1013	pks16	acyl-CoA synthetase 	21	0	0	21	0	0.4286	109.7	NE
Rv1014c	pth	peptidyl-tRNA hydrolase 	11	11	0	0	0	0.0000	0.0	ES
Rv1015c	rplY	50S ribosomal protein L25/general stress protein Ctc 	9	9	0	0	0	0.0000	0.0	ES
Rv1016c	lpqT	PROBABLE CONSERVED LIPOPROTEIN LPQT 	6	0	0	6	0	0.6667	408.8	NE
Rv1017c	prsA	ribose-phosphate pyrophosphokinase 	10	10	0	0	0	0.0000	0.0	ES
Rv1018c	glmU	Probable UDP-N-acetylglucosamine pyrophosphorylase glmU 	23	23	0	0	0	0.0000	0.0	ES
Rv1019	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY TETR-FAMILY) 	7	0	0	7	0	1.0000	339.0	NE
Rv1020	mfd	PROBABLE TRANSCRIPTION-REPAIR COUPLING FACTOR MFD (TRCF) 	33	0	0	33	0	0.8182	151.6	NE
Rv1021	-	nucleoside triphosphate pyrophosphohydrolase 	12	0	0	12	0	0.5833	78.3	NE
Rv1022	lpqU	PROBABLE CONSERVED LIPOPROTEIN LPQU 	13	0	6	7	0	0.3077	163.8	NE
Rv1023	eno	phosphopyruvate hydratase 	13	0	13	0	0	0.0000	0.0	GD
Rv1024	-	POSSIBLE CONSERVED MEMBRANE PROTEIN 	8	0	8	0	0	0.0000	0.0	GD
Rv1025	-	hypothetical protein Rv1025 	6	0	6	0	0	0.0000	0.0	GD
Rv1026	-	hypothetical protein Rv1026 	6	0	0	6	0	0.3333	51.0	NE
Rv1027c	kdpE	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN KDPE 	10	0	0	10	0	0.4000	52.0	NE
Rv1028A	kdpF	Probable membrane protein kdpF 	3	0	0	3	0	0.6667	68.0	NE
Rv1028c	kdpD	PROBABLE SENSOR PROTEIN KDPD 	21	0	0	21	0	0.4762	270.2	NE
Rv1029	kdpA	potassium-transporting ATPase subunit A 	25	0	0	25	0	0.6400	329.2	NE
Rv1030	kdpB	potassium-transporting ATPase subunit B 	12	0	0	12	0	0.7500	208.3	NE
Rv1031	kdpC	Probable Potassium-transporting ATPase C chain KDPC (Potassium-translocating ATPase C chain) (ATP phosphohydrolase 	9	0	0	9	0	0.5556	131.6	NE
Rv1032c	trcS	TWO COMPONENT SENSOR HISTIDINE KINASE TRCS 	23	0	0	23	0	0.9130	148.5	NE
Rv1033c	trcR	TWO COMPONENT TRANSCRIPTIONAL REGULATOR TRCR 	13	0	0	13	0	0.9231	479.4	NE
Rv1034c	-	PROBABLE TRANSPOSASE (FRAGMENT) 	2	0	0	2	0	1.0000	15.5	NE
Rv1035c	-	PROBABLE TRANSPOSASE (FRAGMENT) 	4	0	0	4	0	0.2500	109.0	NE
Rv1036c	-	truncated IS1560 transposase 	5	0	0	5	0	0.8000	352.0	NE
Rv1037c	esxI	PUTATIVE ESAT-6 LIKE PROTEIN ESXI (ESAT-6 LIKE PROTEIN 1) 	0	0	0	0	0	nan	0.0	N/A
Rv1038c	esxJ	ESAT-6 LIKE PROTEIN ESXJ (ESAT-6 LIKE PROTEIN 2) 	1	0	0	1	0	1.0000	224.0	NE
Rv1039c	PPE15	PPE FAMILY PROTEIN 	20	0	0	20	0	0.7000	309.9	NE
Rv1040c	PE8	PE FAMILY PROTEIN 	8	0	0	8	0	0.8750	174.9	NE
Rv1041c	-	PROBABLE IS LIKE-2 TRANSPOSASE 	1	0	0	1	0	0.0000	0.0	NE
Rv1042c	-	PROBABLE IS LIKE-2 TRANSPOSASE 	1	0	0	1	0	0.0000	0.0	NE
Rv1043c	-	hypothetical protein Rv1043c 	14	0	0	14	0	0.7857	346.4	NE
Rv1044	-	hypothetical protein Rv1044 	9	8	0	1	0	0.1111	42.0	ES
Rv1045	-	hypothetical protein Rv1045 	10	0	0	10	0	0.9000	351.8	NE
Rv1046c	-	hypothetical protein Rv1046c 	4	0	0	4	0	1.0000	308.0	NE
Rv1047	-	PROBABLE TRANSPOSASE 	2	0	0	2	0	0.0000	0.0	NE
Rv1048c	-	hypothetical protein Rv1048c 	21	0	0	21	0	0.7143	284.0	NE
Rv1049	-	PROBABLE TRANSCRIPTIONAL REPRESSOR PROTEIN 	4	0	0	4	0	1.0000	132.0	NE
Rv1050	-	PROBABLE OXIDOREDUCTASE 	10	0	0	10	0	0.9000	79.7	NE
Rv1051c	-	hypothetical protein Rv1051c 	8	0	0	8	0	0.3750	64.3	NE
Rv1052	-	hypothetical protein Rv1052 	4	0	0	4	0	1.0000	346.8	NE
Rv1053c	-	hypothetical protein Rv1053c 	6	0	0	6	0	0.6667	85.0	NE
Rv1054	-	PROBABLE INTEGRASE (FRAGMENT) 	5	0	0	5	0	0.4000	200.5	NE
Rv1055	-	POSSIBLE INTEGRASE (FRAGMENT) 	3	0	0	3	0	0.3333	67.0	NE
Rv1056	-	hypothetical protein Rv1056 	20	0	0	20	0	0.7500	317.6	NE
Rv1057	-	hypothetical protein Rv1057 	16	0	0	16	0	0.8750	523.7	NE
Rv1058	fadD14	acyl-CoA synthetase 	26	0	2	24	0	0.5000	115.2	NE
Rv1059	-	hypothetical protein Rv1059 	9	0	9	0	0	0.2222	3.0	GD
Rv1060	-	hypothetical protein Rv1060 	5	0	0	5	0	0.6000	134.0	NE
Rv1061	-	hypothetical protein Rv1061 	13	0	0	13	0	0.6154	248.4	NE
Rv1062	-	hypothetical protein Rv1062 	4	0	0	4	0	1.0000	55.0	NE
Rv1063c	-	hypothetical protein Rv1063c 	15	0	0	15	0	0.6000	161.9	NE
Rv1064c	lpqV	POSSIBLE LIPOPROTEIN LPQV 	5	0	0	5	0	0.6000	813.3	NE
Rv1065	-	hypothetical protein Rv1065 	9	0	0	9	0	1.0000	301.4	NE
Rv1066	-	hypothetical protein Rv1066 	4	0	0	4	0	0.7500	545.3	NE
Rv1067c	PE_PGRS19	PE-PGRS FAMILY PROTEIN 	12	0	0	12	0	0.5833	163.7	NE
Rv1068c	PE_PGRS20	PE-PGRS FAMILY PROTEIN 	9	0	0	9	0	0.4444	227.8	NE
Rv1069c	-	hypothetical protein Rv1069c 	19	0	0	19	0	0.8947	466.8	NE
Rv1070c	echA8	enoyl-CoA hydratase 	7	0	0	7	0	0.8571	267.0	NE
Rv1071c	echA9	enoyl-CoA hydratase 	11	0	0	11	0	0.9091	402.0	NE
Rv1072	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	13	13	0	0	0	0.0000	0.0	ES
Rv1073	-	hypothetical protein Rv1073 	19	0	0	19	0	0.8421	250.6	NE
Rv1074c	fadA3	acetyl-CoA acetyltransferase 	11	0	0	11	0	0.8182	504.2	NE
Rv1075c	-	CONSERVED EXPORTED PROTEIN 	18	0	0	18	0	0.8889	354.8	NE
Rv1076	lipU	POSSIBLE LIPASE LIPU 	17	11	0	6	0	0.3529	202.7	ES
Rv1077	cbs	Probable cystathionine beta-synthase CBS (Serine sulfhydrase) (Beta-thionase) (Hemoprotein H-450) 	22	0	0	22	0	0.7727	269.4	NE
Rv1078	pra	Probable Proline-rich antigen homolog pra 	17	0	17	0	0	0.0588	7.0	GD
Rv1079	metB	cystathionine gamma-synthase 	17	0	1	16	0	0.4706	75.6	NE
Rv1080c	greA	transcription elongation factor GreA 	7	0	0	7	0	0.0000	0.0	NE
Rv1081c	-	PROBABLE CONSERVED MEMBRANE PROTEIN 	6	0	0	6	0	0.0000	0.0	NE
Rv1082	mca	Mycothiol conjugate amidase Mca (Mycothiol S-conjugate amidase) 	13	0	0	13	0	0.7692	209.8	NE
Rv1083	-	hypothetical protein Rv1083 	3	0	0	3	0	0.6667	3.0	NE
Rv1084	-	hypothetical protein Rv1084 	19	0	0	19	0	0.6842	286.2	NE
Rv1085c	-	POSSIBLE HEMOLYSIN-LIKE PROTEIN 	10	0	0	10	0	0.2000	23.0	NE
Rv1086	-	SHORT (C15) CHAIN Z-ISOPRENYL DIPHOSPHATE SYNTHASE (Z-FPP SYNTHASE) (Z-FARNESYL DIPHOSPHATE SYNTHASE) (Z-FPP SYNTHETASE) (Z-FARNESYL DIPHOSPHATE SYNTHETASE) (GERANYLTRANSTRANSFERASE) (FARNESYL PYROPHOSPHATE SYNTHETASE) 	12	0	0	12	0	0.2500	7.3	NE
Rv1087	PE_PGRS21	PE-PGRS FAMILY PROTEIN 	19	0	0	19	0	0.8421	211.2	NE
Rv1087A	-	hypothetical protein Rv1087A 	6	0	0	6	0	1.0000	312.0	NE
Rv1088	PE9	PE FAMILY PROTEIN 	4	2	0	2	0	0.5000	66.5	NE
Rv1089	PE10	PE FAMILY PROTEIN 	5	0	0	5	0	0.6000	399.3	NE
Rv1089A	celA2a	PROBABLE CELLULASE CELA2A (ENDO-1,4-BETA-GLUCANASE) (ENDOGLUCANASE) (CARBOXYMETHYL CELLULASE) 	1	0	0	1	0	1.0000	282.0	NE
Rv1090	celA2b	PROBABLE CELLULASE CELA2B (ENDO-1,4-BETA-GLUCANASE) (ENDOGLUCANASE) (CARBOXYMETHYL CELLULASE) 	6	0	0	6	0	1.0000	394.5	NE
Rv1091	PE_PGRS22	PE-PGRS FAMILY PROTEIN 	26	0	0	26	0	0.5769	183.3	NE
Rv1092c	coaA	pantothenate kinase 	16	16	0	0	0	0.0000	0.0	ES
Rv1093	glyA	serine hydroxymethyltransferase 	12	0	12	0	0	0.0000	0.0	GD
Rv1094	desA2	POSSIBLE ACYL-	12	0	12	0	0	0.0000	0.0	GD
Rv1095	phoH2	PROBABLE PHOH-LIKE PROTEIN PHOH2 (PHOSPHATE STARVATION-INDUCIBLE PROTEIN PSIH) 	11	0	0	11	0	0.7273	153.2	NE
Rv1096	-	POSSIBLE GLYCOSYL HYDROLASE 	16	0	0	16	0	0.5000	121.1	NE
Rv1097c	-	PROBABLE MEMBRANE GLYCINE AND PROLINE RICH PROTEIN 	14	0	0	14	0	0.3571	143.6	NE
Rv1098c	fumC	fumarate hydratase 	11	0	11	0	0	0.0000	0.0	GD
Rv1099c	glpX	fructose 1,6-bisphosphatase II 	12	0	12	0	0	0.0833	4.0	GD
Rv1100	-	hypothetical protein Rv1100 	9	0	0	9	0	0.6667	97.3	NE
Rv1101c	-	hypothetical protein Rv1101c 	18	0	0	18	0	0.7778	377.2	NE
Rv1102c	-	hypothetical protein Rv1102c 	7	0	0	7	0	0.7143	259.0	NE
Rv1103c	-	hypothetical protein Rv1103c 	6	0	0	6	0	1.0000	156.0	NE
Rv1104	-	POSSIBLE PARA-NITROBENZYL ESTERASE (FRAGMENT) 	9	0	0	9	0	0.6667	282.8	NE
Rv1105	-	POSSIBLE PARA-NITROBENZYL ESTERASE (FRAGMENT) 	11	0	0	11	0	0.6364	182.1	NE
Rv1106c	-	PROBABLE CHOLESTEROL DEHYDROGENASE 	17	0	0	17	0	0.8235	211.3	NE
Rv1107c	xseB	exodeoxyribonuclease VII small subunit 	2	0	0	2	0	1.0000	198.0	NE
Rv1108c	xseA	exodeoxyribonuclease VII large subunit 	9	0	0	9	0	0.8889	175.5	NE
Rv1109c	-	hypothetical protein Rv1109c 	6	0	0	6	0	0.6667	365.0	NE
Rv1110	ispH	4-hydroxy-3-methylbut-2-enyl diphosphate reductase 	13	13	0	0	0	0.0000	0.0	ES
Rv1111c	-	hypothetical protein Rv1111c 	22	11	0	11	0	0.3636	69.0	ES
Rv1112	-	translation-associated GTPase 	8	0	0	8	0	0.3750	88.3	NE
Rv1113	-	hypothetical protein Rv1113 	2	0	0	2	0	1.0000	2.5	NE
Rv1114	-	hypothetical protein Rv1114 	3	0	0	3	0	1.0000	154.0	NE
Rv1115	-	POSSIBLE EXPORTED PROTEIN 	14	0	3	11	0	0.6429	198.0	NE
Rv1116	-	hypothetical protein Rv1116 	2	0	0	2	0	0.0000	0.0	NE
