#Resampling
#Command: python ignoreNTerm=5.0 ctrlString=/pacific/home/mdejesus/transit/tutorial/glycerol_reads_rep1.wig,/pacific/home/mdejesus/transit/tutorial/glycerol_reads_rep2.wig pubmsg=<bound method Publisher.sendMessage of <wx.lib.pubsub.core.publisher.Publisher instance at 0x3984290>> expString=/pacific/home/mdejesus/transit/tutorial/cholesterol_reads_rep1.wig,/pacific/home/mdejesus/transit/tutorial/cholesterol_reads_rep2.wig,/pacific/home/mdejesus/transit/tutorial/cholesterol_reads_rep3.wig ignoreCodon=True annotationPath=/pacific/home/mdejesus/transit/H37Rv.prot_table ignoreCTerm=5.0 histPath=/pacific/home/mdejesus/transit/testNC/resampling_results sampleSize=10000 doAdaptive=False output=<open file u'/pacific/home/mdejesus/transit/testNC/resampling_results.dat', mode 'w' at 0x41d4c90> doNormalize=True wx=<module 'wx' from '/usr/lib/python2.7/dist-packages/wx/__init__.pyc'>
#Control Samples:  /pacific/home/mdejesus/transit/tutorial/glycerol_reads_rep1.wig, /pacific/home/mdejesus/transit/tutorial/glycerol_reads_rep2.wig
#Experimental Samples:  /pacific/home/mdejesus/transit/tutorial/cholesterol_reads_rep1.wig, /pacific/home/mdejesus/transit/tutorial/cholesterol_reads_rep2.wig, /pacific/home/mdejesus/transit/tutorial/cholesterol_reads_rep3.wig
#Normalization factors: 1.0946	0.8477	1.1728	1.1715	0.8330
#Orf	%Name	Description	N	TAs Hit	Avg Rd 1	Avg Rd 2	Delta Rd	p-value	p-adj
Rv0708	rplP	50S ribosomal protein L16 	8	0	0.0	0.0	0.0	1.00000	1.00000
Rv0709	rpmC	50S ribosomal protein L29 	4	0	0.0	0.0	0.0	1.00000	1.00000
Rv0710	rpsQ	30S ribosomal protein S17 	9	0	0.0	0.0	0.0	1.00000	1.00000
Rv0711	atsA	POSSIBLE ARYLSULFATASE ATSA (ARYL-SULFATE SULPHOHYDROLASE) (ARYLSULPHATASE) 	42	33	6255.3	6458.0	202.7	0.98210	1.00000
Rv0712	-	hypothetical protein Rv0712 	18	11	719.8	200.2	-519.6	0.14120	1.00000
Rv0713	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	16	12	3680.5	3036.0	-644.5	0.77510	1.00000
Rv0714	rplN	50S ribosomal protein L14 	4	0	0.0	0.0	0.0	1.00000	1.00000
Rv0715	rplX	50S ribosomal protein L24 	5	0	0.0	0.0	0.0	1.00000	1.00000
Rv0716	rplE	50S ribosomal protein L5 	4	0	0.0	0.0	0.0	1.00000	1.00000
Rv0717	rpsN	30S ribosomal protein S14 	2	0	0.0	0.0	0.0	1.00000	1.00000
Rv0718	rpsH	30S ribosomal protein S8 	9	0	0.0	0.0	0.0	1.00000	1.00000
Rv0719	rplF	50S ribosomal protein L6 	12	0	0.0	0.0	0.0	1.00000	1.00000
Rv0720	rplR	50S ribosomal protein L18 	4	0	0.0	0.0	0.0	1.00000	1.00000
Rv0721	rpsE	30S ribosomal protein S5 	9	0	0.0	0.0	0.0	1.00000	1.00000
Rv0722	rpmD	50S ribosomal protein L30 	1	1	30.5	0.0	-30.5	1.00000	1.00000
Rv0723	rplO	50S ribosomal protein L15 	2	0	0.0	0.0	0.0	1.00000	1.00000
Rv0724	sppA	POSSIBLE PROTEASE IV SPPA (ENDOPEPTIDASE IV) (SIGNAL PEPTIDE PEPTIDASE) 	28	24	2874.9	3943.8	1068.8	0.64310	1.00000
Rv0724A	-	hypothetical protein Rv0724A 	5	4	1027.9	397.2	-630.7	0.36740	1.00000
Rv0725c	-	hypothetical protein Rv0725c 	14	9	1947.8	1463.5	-484.3	0.66810	1.00000
Rv0726c	-	hypothetical protein Rv0726c 	14	11	987.2	1245.4	258.2	0.72970	1.00000
Rv0727c	fucA	L-fuculose-phosphate aldolase 	10	10	2540.9	2266.8	-274.1	0.87140	1.00000
Rv0728c	serA2	POSSIBLE D-3-PHOSPHOGLYCERATE DEHYDROGENASE SERA2 (PHOSPHOGLYCERATE DEHYDROGENASE) (PGDH) 	8	4	752.6	835.6	83.0	0.87420	1.00000
Rv0729	xylB	POSSIBLE D-XYLULOSE KINASE XYLB (XYLULOKINASE) (XYLULOSE KINASE) 	17	15	7414.0	6085.4	-1328.7	0.77480	1.00000
Rv0730	-	hypothetical protein Rv0730 	1	0	0.0	0.0	0.0	1.00000	1.00000
Rv0731c	-	hypothetical protein Rv0731c 	9	8	2858.9	4116.3	1257.3	0.56790	1.00000
Rv0732	secY	preprotein translocase subunit SecY 	26	0	0.0	0.0	0.0	1.00000	1.00000
Rv0733	adk	adenylate kinase 	5	0	0.0	0.0	0.0	1.00000	1.00000
Rv0734	mapA	methionine aminopeptidase 	8	5	371.8	955.9	584.1	0.26060	1.00000
Rv0735	sigL	RNA polymerase sigma factor SigL 	6	6	2383.3	2683.2	299.9	0.86080	1.00000
Rv0736	-	PROBABLE CONSERVED MEMBRANE PROTEIN 	6	0	0.0	0.0	0.0	1.00000	1.00000
Rv0737	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	4	4	175.2	462.3	287.1	0.24170	1.00000
Rv0738	-	hypothetical protein Rv0738 	1	1	7.6	8.2	0.6	1.00000	1.00000
Rv0739	-	hypothetical protein Rv0739 	17	16	5689.2	6568.3	879.1	0.84590	1.00000
Rv0740	-	hypothetical protein Rv0740 	7	5	581.1	781.7	200.6	0.70490	1.00000
Rv0741	-	PROBABLE TRANSPOSASE (FRAGMENT) 	3	2	243.2	555.3	312.1	0.74590	1.00000
Rv0742	PE_PGRS8	PE-PGRS FAMILY PROTEIN 	5	3	339.0	281.9	-57.1	0.88440	1.00000
Rv0743c	-	hypothetical protein Rv0743c 	8	7	3380.2	2532.7	-847.5	0.68370	1.00000
Rv0744c	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	9	4	374.7	99.5	-275.2	0.52800	1.00000
Rv0745	-	hypothetical protein Rv0745 	7	6	1161.9	1723.2	561.3	0.60210	1.00000
Rv0746	PE_PGRS9	PE-PGRS FAMILY PROTEIN 	14	7	1170.7	1039.4	-131.3	0.86110	1.00000
Rv0747	PE_PGRS10	PE-PGRS FAMILY PROTEIN 	12	8	3034.5	2388.2	-646.3	0.70610	1.00000
Rv0748	-	hypothetical protein Rv0748 	2	2	488.7	376.7	-112.0	0.68130	1.00000
Rv0749	-	hypothetical protein Rv0749 	3	3	933.8	423.8	-510.0	0.28960	1.00000
Rv0749A	-	hypothetical protein Rv0749A 	1	1	77.1	144.2	67.1	0.70340	1.00000
Rv0750	-	hypothetical protein Rv0750 	1	0	0.0	0.0	0.0	1.00000	1.00000
Rv0751c	mmsB	PROBABLE 3-HYDROXYISOBUTYRATE DEHYDROGENASE MMSB (HIBADH) 	6	4	317.7	363.6	45.9	0.86440	1.00000
Rv0752c	fadE9	PROBABLE ACYL-CoA DEHYDROGENASE FADE9 	14	10	1385.9	955.1	-430.8	0.57940	1.00000
Rv0753c	mmsA	PROBABLE METHYLMALONATE-SEMIALDEHYDE DEHYDROGENASE MMSA (METHYLMALONIC ACID SEMIALDEHYDE DEHYDROGENASE) (MMSDH) 	18	15	2252.0	2085.7	-166.3	0.92040	1.00000
Rv0754	PE_PGRS11	PE-PGRS FAMILY PROTEIN 	27	19	8075.3	5611.1	-2464.2	0.57430	1.00000
Rv0755A	-	PUTATIVE TRANSPOSASE (FRAGMENT) 	5	4	651.6	867.8	216.3	0.73370	1.00000
Rv0755c	PPE12	PPE FAMILY PROTEIN 	50	12	2335.2	1160.6	-1174.6	0.31470	1.00000
Rv0756c	-	hypothetical protein Rv0756c 	6	6	2335.4	948.6	-1386.9	0.13860	1.00000
Rv0757	phoP	POSSIBLE TWO COMPONENT SYSTEM RESPONSE TRANSCRIPTIONAL POSITIVE REGULATOR PHOP 	10	2	95.8	24.6	-71.2	1.00000	1.00000
Rv0758	phoR	POSSIBLE TWO COMPONENT SYSTEM RESPONSE SENSOR KINASE MEMBRANE ASSOCIATED PHOR 	16	10	434.9	82.0	-352.8	0.13590	1.00000
Rv0759c	-	hypothetical protein Rv0759c 	2	2	0.0	18.7	18.7	0.46860	1.00000
Rv0760c	-	hypothetical protein Rv0760c 	5	4	291.3	121.5	-169.8	0.32830	1.00000
Rv0761c	adhB	POSSIBLE ZINC-CONTAINING ALCOHOL DEHYDROGENASE NAD DEPENDENT ADHB 	12	8	3146.8	134.9	-3011.9	0.00030	0.04275
Rv0762c	-	hypothetical protein Rv0762c 	12	10	1032.0	1021.9	-10.1	0.98760	1.00000
Rv0763c	-	POSSIBLE FERREDOXIN 	1	1	1.1	0.0	-1.1	1.00000	1.00000
Rv0764c	cyp51	CYTOCHROME P450 51 CYP51 (CYPL1) (P450-L1A1) (STEROL 14-ALPHA DEMETHYLASE) (LANOSTEROL 14-ALPHA DEMETHYLASE) (P450-14DM) 	16	12	1238.8	2819.5	1580.7	0.20770	1.00000
Rv0765c	-	short chain dehydrogenase 	9	5	707.5	655.0	-52.6	0.91790	1.00000
Rv0766c	cyp123	PROBABLE CYTOCHROME P450 123 CYP123 	23	13	852.2	903.5	51.4	0.92600	1.00000
Rv0767c	-	hypothetical protein Rv0767c 	11	9	3610.1	2487.3	-1122.7	0.57390	1.00000
Rv0768	aldA	PROBABLE ALDEHYDE DEHYDROGENASE NAD DEPENDENT ALDA (ALDEHYDE DEHYDROGENASE 	22	11	872.3	788.9	-83.4	0.88340	1.00000
Rv0769	-	short chain dehydrogenase 	16	11	1275.6	1647.6	372.0	0.68710	1.00000
Rv0770	-	PROBABLE DEHYDROGENASE/REDUCTASE 	7	7	405.1	540.8	135.7	0.65350	1.00000
Rv0771	-	POSSIBLE 4-CARBOXYMUCONOLACTONE DECARBOXYLASE (CMD) 	9	6	520.5	493.4	-27.1	0.94000	1.00000
Rv0772	purD	phosphoribosylamine--glycine ligase 	20	0	0.0	0.0	0.0	1.00000	1.00000
Rv0773c	ggtA	PROBABLE BIFUNCTIONAL ACYLASE GGTA: CEPHALOSPORIN ACYLASE (GL-7ACA ACYLASE) + GAMMA-GLUTAMYLTRANSPEPTIDASE (GGT) 	19	13	1177.7	1340.9	163.2	0.84140	1.00000
Rv0774c	-	PROBABLE CONSERVED EXPORTED PROTEIN 	9	6	560.2	969.4	409.3	0.59040	1.00000
Rv0775	-	hypothetical protein Rv0775 	9	9	3510.9	3148.9	-362.0	0.88120	1.00000
Rv0776c	-	hypothetical protein Rv0776c 	14	12	3365.2	3975.7	610.4	0.80800	1.00000
Rv0777	purB	adenylosuccinate lyase 	14	0	0.0	0.0	0.0	1.00000	1.00000
Rv0778	cyp126	POSSIBLE CYTOCHROME P450 126 CYP126 	17	13	1990.8	2014.7	23.9	0.98760	1.00000
Rv0779c	-	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN 	6	5	195.5	318.5	123.0	0.63400	1.00000
Rv0780	hemH	phosphoribosylaminoimidazole-succinocarboxamide synthase 	23	0	0.0	0.0	0.0	1.00000	1.00000
Rv0781	ptrBa	PROBABLE PROTEASE II PTRBA 	24	6	279.4	549.4	270.1	0.50030	1.00000
Rv0782	ptrBb	PROBABLE PROTEASE II PTRBB 	38	17	1771.9	1290.5	-481.4	0.61970	1.00000
Rv0783c	emrB	POSSIBLE MULTIDRUG RESISTANCE INTEGRAL MEMBRANE EFFLUX PROTEIN EMRB 	23	10	1643.4	2131.5	488.2	0.69130	1.00000
Rv0784	-	hypothetical protein Rv0784 	8	4	93.0	80.9	-12.2	0.81980	1.00000
Rv0785	-	putative FAD-binding dehydrogenase 	30	18	3077.2	4842.0	1764.8	0.44940	1.00000
Rv0786c	-	hypothetical protein Rv0786c 	11	5	1124.5	765.0	-359.5	0.60010	1.00000
Rv0787	-	hypothetical protein Rv0787 	14	13	3676.5	2466.2	-1210.3	0.55490	1.00000
Rv0787A	-	phosphoribosylformylglycinamidine synthase subunit PurS 	2	0	0.0	0.0	0.0	1.00000	1.00000
Rv0788	purQ	phosphoribosylformylglycinamidine synthase subunit I 	11	0	0.0	0.0	0.0	1.00000	1.00000
Rv0789c	-	hypothetical protein Rv0789c 	7	7	551.5	567.8	16.2	0.97000	1.00000
Rv0790c	-	hypothetical protein Rv0790c 	20	14	4779.2	5132.7	353.5	0.92110	1.00000
Rv0791c	-	hypothetical protein Rv0791c 	12	9	1488.7	1479.8	-8.9	0.99350	1.00000
Rv0792c	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY GNTR-FAMILY) 	17	12	2374.4	2452.2	77.8	0.96260	1.00000
Rv0793	-	hypothetical protein Rv0793 	8	7	1339.8	1506.7	166.9	0.87030	1.00000
Rv0794c	-	PROBABLE OXIDOREDUCTASE 	15	8	1829.5	1886.4	56.9	0.96360	1.00000
Rv0795	-	PUTATIVE TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS6110 (FRAGMENT) 	0	0	0.0	0.0	0.0	1.00000	1.00000
Rv0796	-	PUTATIVE TRANSPOSASE FOR INSERTION SEQUENCE ELEMENT IS6110 	1	0	0.0	0.0	0.0	1.00000	1.00000
Rv0797	-	IS1547 transposase 	0	0	0.0	0.0	0.0	1.00000	1.00000
Rv0798c	cfp29	29 KDa ANTIGEN CFP29 	14	6	267.5	362.1	94.6	0.70870	1.00000
Rv0799c	-	hypothetical protein Rv0799c 	9	4	395.8	695.2	299.5	0.53960	1.00000
Rv0800	pepC	putative aminopeptidase 2 	13	10	2084.7	1835.4	-249.3	0.84680	1.00000
Rv0801	-	hypothetical protein Rv0801 	0	0	0.0	0.0	0.0	1.00000	1.00000
Rv0802c	-	hypothetical protein Rv0802c 	15	9	605.0	1239.6	634.6	0.30420	1.00000
Rv0803	purL	phosphoribosylformylglycinamidine synthase II 	32	0	0.0	0.0	0.0	1.00000	1.00000
Rv0804	-	hypothetical protein Rv0804 	6	4	1767.1	1104.0	-663.1	0.51760	1.00000
Rv0805	-	hypothetical protein Rv0805 	15	10	820.6	131.1	-689.5	0.04050	1.00000
Rv0806c	cpsY	POSSIBLE UDP-GLUCOSE-4-EPIMERASE CPSY (GALACTOWALDENASE) (UDP-GALACTOSE-4-EPIMERASE) (URIDINE DIPHOSPHATE GALACTOSE-4-EPIMERASE) (URIDINE DIPHOSPHO-GALACTOSE-4-EPIMERASE) 	41	32	11106.2	4652.3	-6453.9	0.06040	1.00000
Rv0807	-	hypothetical protein Rv0807 	2	1	177.5	138.8	-38.7	0.80130	1.00000
Rv0808	purF	amidophosphoribosyltransferase 	25	0	0.0	0.0	0.0	1.00000	1.00000
Rv0809	purM	phosphoribosylaminoimidazole synthetase 	11	0	0.0	0.0	0.0	1.00000	1.00000
Rv0810c	-	hypothetical protein Rv0810c 	4	0	0.0	0.0	0.0	1.00000	1.00000
Rv0811c	-	hypothetical protein Rv0811c 	15	0	0.0	0.0	0.0	1.00000	1.00000
Rv0812	-	4-amino-4-deoxychorismate lyase 	15	0	0.0	0.0	0.0	1.00000	1.00000
Rv0813c	-	hypothetical protein Rv0813c 	13	13	3155.0	2344.8	-810.2	0.65770	1.00000
Rv0814c	sseC2	CONSERVED HYPOTHETICAL PROTEIN SSEC2 	0	0	0.0	0.0	0.0	1.00000	1.00000
Rv0815c	cysA2	PROBABLE THIOSULFATE SULFURTRANSFERASE CYSA2 (RHODANESE-LIKE PROTEIN) (THIOSULFATE CYANIDE TRANSSULFURASE) (THIOSULFATE THIOTRANSFERASE) 	4	4	365.0	100.8	-264.2	0.24920	1.00000
Rv0816c	thiX	PROBABLE THIOREDOXIN THIX 	3	3	280.1	108.6	-171.6	0.39820	1.00000
Rv0817c	-	PROBABLE CONSERVED EXPORTED PROTEIN 	14	0	0.0	0.0	0.0	1.00000	1.00000
Rv0818	-	TRANSCRIPTIONAL REGULATORY PROTEIN 	8	7	2314.9	2111.9	-203.0	0.89400	1.00000
Rv0819	-	hypothetical protein Rv0819 	10	4	0.0	429.0	429.0	0.00070	0.08464
Rv0820	phoT	PROBABLE PHOSPHATE-TRANSPORT ATP-BINDING PROTEIN ABC TRANSPORTER PHOT 	10	9	3411.2	19934.9	16523.7	0.01780	0.79800
Rv0821c	phoY2	PROBABLE PHOSPHATE-TRANSPORT SYSTEM TRANSCRIPTIONAL REGULATORY PROTEIN PHOY2 	5	4	330.7	534.7	204.0	0.68210	1.00000
Rv0822c	-	hypothetical protein Rv0822c 	27	24	5499.9	8037.3	2537.4	0.54910	1.00000
Rv0823c	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	17	14	3519.3	3549.3	30.0	0.98830	1.00000
Rv0824c	desA1	PROBABLE ACYL-	18	0	0.0	0.0	0.0	1.00000	1.00000
Rv0825c	-	hypothetical protein Rv0825c 	10	9	2177.3	3192.3	1015.0	0.60550	1.00000
Rv0826	-	hypothetical protein Rv0826 	18	15	4195.2	5169.0	973.8	0.75920	1.00000
Rv0827c	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN 	3	3	92.9	236.1	143.2	0.21400	1.00000
Rv0828c	-	POSSIBLE DEAMINASE 	10	10	3996.0	4605.5	609.5	0.86690	1.00000
Rv0829	-	POSSIBLE TRANSPOSASE (FRAGMENT) 	1	1	94.0	83.4	-10.6	0.82790	1.00000
Rv0830	-	hypothetical protein Rv0830 	18	15	4944.6	5541.1	596.5	0.88730	1.00000
Rv0831c	-	hypothetical protein Rv0831c 	18	16	1867.1	3360.8	1493.7	0.30370	1.00000
Rv0832	PE_PGRS12	PE-PGRS FAMILY PROTEIN 	3	3	443.5	7954.0	7510.5	0.13290	1.00000
Rv0833	PE_PGRS13	PE-PGRS FAMILY PROTEIN 	11	3	110.1	119.5	9.5	0.94670	1.00000
Rv0834c	PE_PGRS14	PE-PGRS FAMILY PROTEIN 	24	20	4159.4	3241.5	-917.9	0.71120	1.00000
Rv0835	lpqQ	POSSIBLE LIPOPROTEIN LPQQ 	14	11	3366.5	5680.2	2313.7	0.44750	1.00000
Rv0836c	-	hypothetical protein Rv0836c 	8	7	2458.0	3098.1	640.1	0.73190	1.00000
Rv0837c	-	hypothetical protein Rv0837c 	22	20	4149.1	3834.0	-315.2	0.92060	1.00000
Rv0838	lpqR	PROBABLE CONSERVED LIPOPROTEIN LPQR 	7	5	1367.5	1682.7	315.2	0.74750	1.00000
Rv0839	-	hypothetical protein Rv0839 	10	9	2103.2	1517.7	-585.5	0.61840	1.00000
Rv0840c	pip	PROBABLE PROLINE IMINOPEPTIDASE PIP (PROLYL AMINOPEPTIDASE) (PAP) 	8	6	1912.6	2370.7	458.0	0.75020	1.00000
Rv0841	-	PROBABLE CONSERVED TRANSMEMBRANE PROTEIN 	3	2	139.9	143.2	3.3	1.00000	1.00000
Rv0842	-	PROBABLE CONSERVED INTEGRAL MEMBRANE PROTEIN 	21	13	1484.1	909.9	-574.1	0.44580	1.00000
Rv0843	-	PROBABLE DEHYDROGENASE 	17	14	2763.0	4338.9	1575.9	0.45870	1.00000
Rv0844c	narL	POSSIBLE NITRATE/NITRITE RESPONSE TRANSCRIPTIONAL REGULATORY PROTEIN NARL 	9	8	2645.8	1771.1	-874.7	0.53460	1.00000
Rv0845	-	POSSIBLE TWO COMPONENT SENSOR KINASE 	23	17	1281.7	1644.4	362.7	0.69520	1.00000
Rv0846c	-	PROBABLE OXIDASE 	28	18	2584.0	3583.5	999.5	0.60700	1.00000
Rv0847	lpqS	PROBABLE LIPOPROTEIN LPQS 	6	4	468.2	904.9	436.7	0.52630	1.00000
Rv0848	cysK2	POSSIBLE CYSTEINE SYNTHASE A CYSK2 (O-ACETYLSERINE SULFHYDRYLASE) (O-ACETYLSERINE (THIOL)-LYASE) (CSASE) 	26	18	2354.3	2733.2	379.0	0.82430	1.00000
Rv0849	-	PROBABLE CONSERVED INTEGRAL MEMBRANE TRANSPORT PROTEIN 	21	16	3664.4	4890.3	1225.9	0.71330	1.00000
Rv0850	-	PUTATIVE TRANSPOSASE (FRAGMENT) 	9	7	1297.8	437.7	-860.0	0.15600	1.00000
Rv0851c	-	short chain dehydrogenase 	9	8	1500.2	1270.4	-229.8	0.80810	1.00000
Rv0852	fadD16	POSSIBLE FATTY-ACID-CoA LIGASE FADD16 (FATTY-ACID-CoA SYNTHETASE) (FATTY-ACID-CoA SYNTHASE) 	13	8	1442.4	1611.7	169.3	0.87410	1.00000
Rv0853c	pdc	PROBABLE PYRUVATE OR INDOLE-3-PYRUVATE DECARBOXYLASE PDC 	23	14	2736.9	2266.9	-470.0	0.78420	1.00000
Rv0854	-	hypothetical protein Rv0854 	6	5	1145.6	1713.0	567.4	0.53190	1.00000
Rv0855	far	PROBABLE FATTY-ACID-CoA RACEMASE FAR 	12	10	2046.5	3832.8	1786.3	0.29400	1.00000
Rv0856	-	hypothetical protein Rv0856 	5	4	1083.9	1969.2	885.3	0.37130	1.00000
Rv0857	-	hypothetical protein Rv0857 	6	4	831.7	1492.3	660.6	0.39190	1.00000
Rv0858c	-	aminotransferase 	19	16	2463.7	2344.2	-119.5	0.94100	1.00000
Rv0859	fadA	acetyl-CoA acetyltransferase 	7	5	332.1	536.8	204.7	0.46280	1.00000
Rv0860	fadB	PROBABLE FATTY OXIDATION PROTEIN FADB 	21	7	396.1	595.5	199.4	0.52650	1.00000
Rv0861c	ercc3	PROBABLE DNA HELICASE ERCC3 	22	12	1245.8	1278.5	32.7	0.96350	1.00000
Rv0862c	-	hypothetical protein Rv0862c 	27	14	1924.1	1997.2	73.0	0.95350	1.00000
Rv0863	-	hypothetical protein Rv0863 	6	5	958.5	914.0	-44.5	0.94250	1.00000
Rv0864	moaC	molybdenum cofactor biosynthesis protein C 	11	10	2197.8	1667.8	-530.0	0.67600	1.00000
Rv0865	mog	PROBABLE MOLYBDOPTERIN BIOSYNTHESIS MOG PROTEIN 	8	7	3143.1	2889.0	-254.1	0.90350	1.00000
Rv0866	moaE2	PROBABLE MOLYBDENUM COFACTOR BIOSYNTHESIS PROTEIN E2 MOAE2 (MOLYBDOPTERIN CONVERTING FACTOR LARGE SUBUNIT) (MOLYBDOPTERIN 	3	3	813.1	367.3	-445.8	0.30960	1.00000
Rv0867c	rpfA	POSSIBLE RESUSCITATION-PROMOTING FACTOR RPFA 	8	8	879.3	1796.0	916.7	0.35810	1.00000
Rv0868c	moaD2	PROBABLE MOLYBDENUM COFACTOR BIOSYNTHESIS PROTEIN D 2 MOAD2 (MOLYBDOPTERIN CONVERTING FACTOR SMALL SUBUNIT) (MOLYBDOPTERIN 	6	5	3168.4	6526.9	3358.5	0.29520	1.00000
Rv0869c	moaA	molybdenum cofactor biosynthesis protein A 	14	11	4284.5	3339.1	-945.4	0.71680	1.00000
Rv0870c	-	hypothetical protein Rv0870c 	4	4	671.3	721.9	50.7	0.92420	1.00000
Rv0871	cspB	PROBABLE COLD SHOCK-LIKE PROTEIN B CSPB 	4	3	925.6	562.9	-362.7	0.65920	1.00000
Rv0872c	PE_PGRS15	PE-PGRS FAMILY PROTEIN 	25	19	3014.9	2334.9	-679.9	0.70280	1.00000
Rv0873	fadE10	PROBABLE ACYL-CoA DEHYDROGENASE FADE10 	33	26	7551.4	10045.3	2493.9	0.67020	1.00000
Rv0874c	-	hypothetical protein Rv0874c 	9	6	3142.8	2344.4	-798.4	0.66880	1.00000
Rv0875c	-	POSSIBLE CONSERVED EXPORTED PROTEIN 	11	3	13.1	27.0	13.8	0.74670	1.00000
Rv0876c	-	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN 	24	13	1611.5	580.8	-1030.7	0.06640	1.00000
Rv0877	-	hypothetical protein Rv0877 	15	13	5907.1	4465.1	-1442.0	0.67330	1.00000
Rv0878c	PPE13	PPE FAMILY PROTEIN 	15	15	3158.5	2256.2	-902.3	0.60680	1.00000
Rv0879c	-	POSSIBLE CONSERVED TRANSMEMBRANE PROTEIN 	3	2	64.4	62.1	-2.3	1.00000	1.00000
Rv0880	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY MARR-FAMILY) 	1	0	0.0	0.0	0.0	1.00000	1.00000
Rv0881	-	POSSIBLE RRNA METHYLTRANSFERASE (RRNA METHYLASE) 	14	11	2234.8	1413.2	-821.6	0.48340	1.00000
Rv0882	-	PROBABLE TRANSMEMBRANE PROTEIN 	1	1	272.4	411.9	139.5	0.59700	1.00000
Rv0883c	-	hypothetical protein Rv0883c 	6	0	0.0	0.0	0.0	1.00000	1.00000
Rv0884c	serC	phosphoserine aminotransferase 	12	0	0.0	0.0	0.0	1.00000	1.00000
Rv0885	-	hypothetical protein Rv0885 	12	6	669.4	1692.8	1023.4	0.15230	1.00000
Rv0886	fprB	PROBABLE NADPH:ADRENODOXIN OXIDOREDUCTASE FPRB (ADRENODOXIN REDUCTASE) (AR) (FERREDOXIN-NADP(+) REDUCTASE) 	22	14	1862.2	3674.0	1811.8	0.19670	1.00000
Rv0887c	-	hypothetical protein Rv0887c 	4	3	708.0	910.8	202.8	0.73570	1.00000
Rv0888	-	PROBABLE EXPORTED PROTEIN 	26	20	4923.2	4570.9	-352.3	0.92630	1.00000
Rv0889c	citA	citrate synthase 2 	10	9	3515.5	1337.5	-2178.0	0.10410	1.00000
Rv0890c	-	PROBABLE TRANSCRIPTIONAL REGULATORY PROTEIN (PROBABLY LUXR-FAMILY) 	44	37	12664.3	14288.3	1624.0	0.95600	1.00000
Rv0891c	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN 	23	20	3078.4	18912.2	15833.9	0.21760	1.00000
Rv0892	-	PROBABLE MONOOXYGENASE 	37	14	898.3	1493.8	595.5	0.50660	1.00000
Rv0893c	-	hypothetical protein Rv0893c 	21	7	790.2	702.1	-88.1	0.87340	1.00000
Rv0894	-	POSSIBLE TRANSCRIPTIONAL REGULATORY PROTEIN (POSSIBLY LUXR-FAMILY) 	14	9	1232.9	1463.3	230.4	0.79450	1.00000
Rv0895	-	hypothetical protein Rv0895 	26	21	4360.8	4930.4	569.6	0.88240	1.00000
Rv0896	gltA	type II citrate synthase 	23	0	0.0	0.0	0.0	1.00000	1.00000
Rv0897c	-	PROBABLE OXIDOREDUCTASE 	18	11	1876.1	1587.9	-288.3	0.82060	1.00000
Rv0898c	-	hypothetical protein Rv0898c 	0	0	0.0	0.0	0.0	1.00000	1.00000
Rv0899	ompA	OUTER MEMBRANE PROTEIN A OMPA 	18	7	604.9	744.3	139.3	0.77550	1.00000
Rv0900	-	POSSIBLE MEMBRANE PROTEIN 	2	2	299.6	245.9	-53.7	0.90080	1.00000
Rv0901	-	POSSIBLE CONSERVED EXPORTED OR MEMBRANE PROTEIN 	9	7	5187.0	3420.0	-1767.0	0.51160	1.00000
Rv0902c	prrB	TWO COMPONENT SENSOR HISTIDINE KINASE PRRB 	12	0	0.0	0.0	0.0	1.00000	1.00000
Rv0903c	prrA	TWO COMPONENT RESPONSE TRANSCRIPTIONAL REGULATORY PROTEIN PRRA 	9	0	0.0	0.0	0.0	1.00000	1.00000
Rv0904c	accD3	PUTATIVE ACETYL-COENZYME A CARBOXYLASE CARBOXYL TRANSFERASE (SUBUNIT BETA) ACCD3 (ACCASE BETA CHAIN) 	19	16	1471.8	1210.9	-260.9	0.77480	1.00000
Rv0905	echA6	enoyl-CoA hydratase 	8	5	822.5	2031.2	1208.7	0.11450	1.00000
Rv0906	-	hypothetical protein Rv0906 	14	10	2065.9	2164.5	98.5	0.94280	1.00000
Rv0907	-	hypothetical protein Rv0907 	33	12	1203.5	1384.4	180.9	0.82440	1.00000
Rv0908	ctpE	PROBABLE METAL CATION TRANSPORTER ATPASE P-TYPE CTPE 	29	21	2680.8	4569.9	1889.2	0.30840	1.00000
Rv0909	-	hypothetical protein Rv0909 	2	2	309.4	200.3	-109.1	0.62510	1.00000
Rv0910	-	hypothetical protein Rv0910 	7	5	370.4	649.8	279.4	0.41840	1.00000
